"FAHHNFC_ACCOUNT","Rekening","FAHHNFC_SECTOR","Institutionele sector","FAHHNFC_INSTRUMENT","Financieel instrument","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q1","2000Q1",57,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q2","2000Q2",-62,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q3","2001Q3",63,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q4","2001Q4",-149,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q3","2002Q3",-191,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2002-Q4","2002Q4",-76,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2003-Q4","2003Q4",-71,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2004-Q4","2004Q4",-92,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2005-Q4","2005Q4",-37,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q1","2006Q1",49,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2006-Q4","2006Q4",51,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2007-Q1","2007Q1",281,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2008-Q1","2008Q1",520,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q4","2009Q4",-666,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q4","2010Q4",-36,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q4","2011Q4",-17,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q1","2012Q1",-29,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q4","2012Q4",-5,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q1","2013Q1",-15,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q1","2014Q1",51,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q1","2015Q1",87,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q1","2016Q1",-190,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q2","2016Q2",-261,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q1","2017Q1",476,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q2","2017Q2",-507,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q3","2009Q3",-668,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q3","2010Q3",-37,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q3","2011Q3",25,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q3","2012Q3",-13,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q3","2013Q3",7,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q4","2013Q4",-37,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q4","2014Q4",96,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q4","2015Q4",931,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q4","2016Q4",180,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q4","2017Q4",71,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2009-Q1","2009Q1",-79,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q1","2010Q1",-313,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2010-Q2","2010Q2",-85,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q1","2011Q1",-32,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2011-Q2","2011Q2",-31,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2012-Q2","2012Q2",20,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2013-Q2","2013Q2",15,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q2","2014Q2",-32,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2014-Q3","2014Q3",-10,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q2","2015Q2",140,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2015-Q3","2015Q3",74,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2016-Q3","2016Q3",-28,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q2","2018Q2",10,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q2","2019Q2",-83,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2020-Q2","2020Q2",-19,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2020-Q3","2020Q3",-116,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q1","2018Q1",-562,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q1","2019Q1",27,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2020-Q1","2020Q1",30,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2017-Q3","2017Q3",489,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q3","2018Q3",-26,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2018-Q4","2018Q4",-127,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q3","2019Q3",-78,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S1M","Particulieren (S.14 + S.15)","A3S","Kortlopende schuldbewijzen","Q","Driemaandelijks","2019-Q4","2019Q4",99,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","1998-Q4","1998Q4",1522,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","1999-Q4","1999Q4",2694,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2000-Q4","2000Q4",2879,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","1999-Q3","1999Q3",1778,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2000-Q3","2000Q3",3193,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","1999-Q1","1999Q1",1657,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2001-Q1","2001Q1",3211,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2001-Q2","2001Q2",3834,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2002-Q2","2002Q2",2512,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2003-Q2","2003Q2",2595,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2003-Q3","2003Q3",2879,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2004-Q2","2004Q2",2797,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2004-Q3","2004Q3",3215,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2005-Q3","2005Q3",3472,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2006-Q3","2006Q3",3984,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2007-Q3","2007Q3",4779,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2007-Q4","2007Q4",4846,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2008-Q3","2008Q3",5112,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2008-Q4","2008Q4",5463,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2002-Q1","2002Q1",2138,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2003-Q1","2003Q1",2548,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2004-Q1","2004Q1",2621,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2005-Q1","2005Q1",3298,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2005-Q2","2005Q2",3006,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2006-Q2","2006Q2",3908,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2007-Q2","2007Q2",4493,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2008-Q2","2008Q2",5268,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2009-Q2","2009Q2",7423,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","1999-Q2","1999Q2",1736,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2000-Q1","2000Q1",2891,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2000-Q2","2000Q2",3125,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2001-Q3","2001Q3",3316,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2001-Q4","2001Q4",3085,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2002-Q3","2002Q3",2331,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2002-Q4","2002Q4",2254,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2003-Q4","2003Q4",3038,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2004-Q4","2004Q4",3329,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2005-Q4","2005Q4",3219,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2006-Q1","2006Q1",3790,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2006-Q4","2006Q4",4020,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2007-Q1","2007Q1",4808,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2008-Q1","2008Q1",4772,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2009-Q4","2009Q4",8564,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2010-Q4","2010Q4",7745,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2011-Q4","2011Q4",8542,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2012-Q1","2012Q1",17327,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2012-Q4","2012Q4",16637,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2013-Q1","2013Q1",6955,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2014-Q1","2014Q1",7200,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2015-Q1","2015Q1",3116,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2016-Q1","2016Q1",2391,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2016-Q2","2016Q2",2247,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2017-Q1","2017Q1",2159,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2017-Q2","2017Q2",2189,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2009-Q3","2009Q3",7901,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2010-Q3","2010Q3",7388,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2011-Q3","2011Q3",8336,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2012-Q3","2012Q3",16251,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2013-Q3","2013Q3",6970,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2013-Q4","2013Q4",7413,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2014-Q4","2014Q4",3203,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2015-Q4","2015Q4",2454,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2016-Q4","2016Q4",2150,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2017-Q4","2017Q4",2048,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2009-Q1","2009Q1",6313,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2010-Q1","2010Q1",8662,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2010-Q2","2010Q2",8456,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2011-Q1","2011Q1",7772,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2011-Q2","2011Q2",8316,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2012-Q2","2012Q2",16744,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2013-Q2","2013Q2",6799,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2014-Q2","2014Q2",7205,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2014-Q3","2014Q3",6549,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2015-Q2","2015Q2",2735,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2015-Q3","2015Q3",2675,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2016-Q3","2016Q3",2209,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2018-Q2","2018Q2",1833,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2019-Q2","2019Q2",1616,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2020-Q2","2020Q2",1515,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2020-Q3","2020Q3",1628,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2018-Q1","2018Q1",2035,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2019-Q1","2019Q1",1750,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2020-Q1","2020Q1",1557,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2017-Q3","2017Q3",2136,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2018-Q3","2018Q3",1742,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2018-Q4","2018Q4",1976,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2019-Q3","2019Q3",1649,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","A293","Deposito's voor meer dan één jaar","Q","Driemaandelijks","2019-Q4","2019Q4",1521,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","1998-Q4","1998Q4",1502,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q4","1999Q4",2939,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q4","2000Q4",4485,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q3","1999Q3",2173,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2000-Q3","2000Q3",3666,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","1999-Q1","1999Q1",2006,,
"LE","Financieel vermogen","S11","Niet-financiële vennootschappen (S.11)","LS","Kortlopende schuldbewijzen","Q","Driemaandelijks","2001-Q1","2001Q1",4335,,
