"FAHHNFC_ACCOUNT","Rekening","FAHHNFC_SECTOR","Institutionele sector","FAHHNFC_INSTRUMENT","Financieel instrument","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2006-Q3","2006Q3",-2553,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2007-Q3","2007Q3",8310,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2007-Q4","2007Q4",7496,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2008-Q3","2008Q3",3811,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2008-Q4","2008Q4",17999,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2002-Q1","2002Q1",1235,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2003-Q1","2003Q1",4086,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2004-Q1","2004Q1",-672,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2005-Q1","2005Q1",2603,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2005-Q2","2005Q2",2714,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2006-Q2","2006Q2",5495,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2007-Q2","2007Q2",272,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2008-Q2","2008Q2",3102,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2009-Q2","2009Q2",937,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","1999-Q2","1999Q2",464,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2000-Q1","2000Q1",2256,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2000-Q2","2000Q2",-744,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2001-Q3","2001Q3",1245,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2001-Q4","2001Q4",2094,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2002-Q3","2002Q3",1435,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2002-Q4","2002Q4",-2792,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2003-Q4","2003Q4",1826,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2004-Q4","2004Q4",2396,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2005-Q4","2005Q4",11693,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2006-Q1","2006Q1",9006,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2006-Q4","2006Q4",6329,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2007-Q1","2007Q1",6767,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2008-Q1","2008Q1",2139,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2009-Q4","2009Q4",14428,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2010-Q4","2010Q4",14447,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2011-Q4","2011Q4",13065,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2012-Q1","2012Q1",6994,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2012-Q4","2012Q4",-21383,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2013-Q1","2013Q1",13461,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2014-Q1","2014Q1",4441,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2015-Q1","2015Q1",8169,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2016-Q1","2016Q1",35394,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2016-Q2","2016Q2",-14504,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2017-Q1","2017Q1",3570,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2017-Q2","2017Q2",-3099,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2009-Q3","2009Q3",7479,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2010-Q3","2010Q3",19667,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2011-Q3","2011Q3",-972,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2012-Q3","2012Q3",1389,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2013-Q3","2013Q3",-5364,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2013-Q4","2013Q4",13894,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2014-Q4","2014Q4",16418,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2015-Q4","2015Q4",22280,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2016-Q4","2016Q4",35950,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2017-Q4","2017Q4",4125,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2009-Q1","2009Q1",3308,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2010-Q1","2010Q1",-4089,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2010-Q2","2010Q2",10569,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2011-Q1","2011Q1",14147,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2011-Q2","2011Q2",-3120,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2012-Q2","2012Q2",17267,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2013-Q2","2013Q2",-2355,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2014-Q2","2014Q2",12898,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2014-Q3","2014Q3",10640,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2015-Q2","2015Q2",-3063,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2015-Q3","2015Q3",28525,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2016-Q3","2016Q3",-717,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2018-Q2","2018Q2",-4111,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2019-Q2","2019Q2",-17437,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2020-Q2","2020Q2",1326,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2020-Q3","2020Q3",4130,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2018-Q1","2018Q1",-3589,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2019-Q1","2019Q1",8523,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2020-Q1","2020Q1",658,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2017-Q3","2017Q3",-12848,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2018-Q3","2018Q3",5760,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2018-Q4","2018Q4",15932,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2019-Q3","2019Q3",13238,,
"F","Financiële transacties (vorming van activa en nieuwe verplichtingen)","S11","Niet-financiële vennootschappen (S.11)","A512_9","Niet-beursgenoteerde aandelen en overige deelnemingen","Q","Driemaandelijks","2019-Q4","2019Q4",5534,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","1998-Q4","1998Q4",33701,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","1999-Q4","1999Q4",44057,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2000-Q4","2000Q4",50515,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","1999-Q3","1999Q3",40139,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2000-Q3","2000Q3",49487,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","1999-Q1","1999Q1",36271,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2001-Q1","2001Q1",51981,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2001-Q2","2001Q2",55316,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2002-Q2","2002Q2",59308,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2003-Q2","2003Q2",69449,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2003-Q3","2003Q3",72942,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2004-Q2","2004Q2",83312,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2004-Q3","2004Q3",86098,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2005-Q3","2005Q3",104524,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2006-Q3","2006Q3",119621,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2007-Q3","2007Q3",129743,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2007-Q4","2007Q4",133586,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2008-Q3","2008Q3",136564,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2008-Q4","2008Q4",131808,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2002-Q1","2002Q1",58623,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2003-Q1","2003Q1",64678,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2004-Q1","2004Q1",79476,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2005-Q1","2005Q1",94683,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2005-Q2","2005Q2",98567,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2006-Q2","2006Q2",116301,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2007-Q2","2007Q2",127922,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2008-Q2","2008Q2",136288,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2009-Q2","2009Q2",137428,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","1999-Q2","1999Q2",38609,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2000-Q1","2000Q1",44952,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2000-Q2","2000Q2",47408,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2001-Q3","2001Q3",54778,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2001-Q4","2001Q4",57730,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2002-Q3","2002Q3",59810,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2002-Q4","2002Q4",63098,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2003-Q4","2003Q4",75938,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2004-Q4","2004Q4",90511,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2005-Q4","2005Q4",111806,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2006-Q1","2006Q1",114953,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2006-Q4","2006Q4",123346,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2007-Q1","2007Q1",125111,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2008-Q1","2008Q1",135032,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2009-Q4","2009Q4",144032,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2010-Q4","2010Q4",159709,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2011-Q4","2011Q4",162405,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2012-Q1","2012Q1",165447,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2012-Q4","2012Q4",171191,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2013-Q1","2013Q1",171732,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2014-Q1","2014Q1",170422,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2015-Q1","2015Q1",175490,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2016-Q1","2016Q1",201955,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2016-Q2","2016Q2",206817,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2017-Q1","2017Q1",195408,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2017-Q2","2017Q2",192875,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2009-Q3","2009Q3",141196,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2010-Q3","2010Q3",155818,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2011-Q3","2011Q3",161397,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2012-Q3","2012Q3",169247,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2013-Q3","2013Q3",169773,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2013-Q4","2013Q4",169508,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2014-Q4","2014Q4",172511,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2015-Q4","2015Q4",172283,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2016-Q4","2016Q4",199435,,
"LE","Financieel vermogen","S1M","Particulieren (S.14 + S.15)","A62","Levensverzekerings- en lijfrenterechten","Q","Driemaandelijks","2017-Q4","2017Q4",195882,,
