time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt
144,10000,571681758.2475,98168,0.4776,242012.9350,261310140.0000,262056447.5883,262056447.5883,[1.2779] ,[(0..10190] - 0.0%] [(10190..15200] - 32.0%] [(15200..26830] - 51.0%] [(26830..46440] - 57.99999999999999%] [(46440..) - 64.0%] ,0,0.0000,0,525743155.0000
156,10000,577447231.5426,99765,1.5652,158384.8637,261310140.0000,261180838.0420,261180838.0420,[1.2617] ,[(0..10190] - 0.0%] [(10190..15200] - 32.0%] [(15200..26830] - 50.0%] [(26830..46440] - 56.99999999999999%] [(46440..) - 63.0%] ,0,0.0000,0,525743155.0000
168,10000,583217302.7217,102705,1.9303,141625.7616,261310140.0000,261144849.2789,261144849.2789,[1.2439] ,[(0..10190] - 0.0%] [(10190..15200] - 31.0%] [(15200..26830] - 50.0%] [(26830..46440] - 56.00000000000001%] [(46440..) - 62.0%] ,0,0.0000,0,525743155.0000
180,10000,589092643.0915,104690,2.8701,560930.5729,261310140.0000,260147375.1248,260147375.1248,[1.2281] ,[(0..10190] - 0.0%] [(10190..15200] - 31.0%] [(15200..26830] - 49.0%] [(26830..46440] - 55.00000000000001%] [(46440..) - 61.0%] ,0,0.0000,0,525743155.0000
192,10000,595014118.8689,107146,1.4150,134863.7556,261310140.0000,261129227.5504,261129227.5504,[1.2107] ,[(0..10190] - 0.0%] [(10190..15200] - 30.0%] [(15200..26830] - 48.0%] [(26830..46440] - 54.0%] [(46440..) - 61.0%] ,0,0.0000,0,525743155.0000
204,10000,601005438.5009,108633,0.4908,280914.8205,261310140.0000,262144412.3834,262144412.3834,[1.1962] ,[(0..10190] - 0.0%] [(10190..15200] - 30.0%] [(15200..26830] - 48.0%] [(26830..46440] - 54.0%] [(46440..) - 60.0%] ,0,0.0000,0,525743155.0000
216,10000,607038262.7575,111449,0.5967,311485.0575,261310140.0000,261190280.0170,261190280.0170,[1.1801] ,[(0..10190] - 0.0%] [(10190..15200] - 30.0%] [(15200..26830] - 47.0%] [(26830..46440] - 53.0%] [(46440..) - 59.0%] ,0,0.0000,0,525743155.0000
228,10000,613141158.9167,115462,0.5017,135013.5701,261310140.0000,260716780.1480,260716780.1480,[1.1642] ,[(0..10190] - 0.0%] [(10190..15200] - 28.999999999999996%] [(15200..26830] - 47.0%] [(26830..46440] - 52.0%] [(46440..) - 57.99999999999999%] ,0,0.0000,0,525743155.0000
240,10000,619309205.5577,119009,0.3366,207244.6476,261310140.0000,260684189.7308,260684189.7308,[1.1497] ,[(0..10190] - 0.0%] [(10190..15200] - 28.999999999999996%] [(15200..26830] - 46.0%] [(26830..46440] - 52.0%] [(46440..) - 56.99999999999999%] ,0,0.0000,0,525743155.0000
252,10000,625535778.2756,121113,0.5978,581765.6439,261310140.0000,261173766.3251,261173766.3251,[1.1351] ,[(0..10190] - 0.0%] [(10190..15200] - 28.000000000000004%] [(15200..26830] - 45.0%] [(26830..46440] - 51.0%] [(46440..) - 56.99999999999999%] ,0,0.0000,0,525743155.0000
264,10000,631805026.8360,125252,1.8581,144535.6145,261310140.0000,261088806.5209,261088806.5209,[1.1195] ,[(0..10190] - 0.0%] [(10190..15200] - 28.000000000000004%] [(15200..26830] - 45.0%] [(26830..46440] - 50.0%] [(46440..) - 56.00000000000001%] ,0,0.0000,0,525743155.0000
276,10000,638133216.6402,129165,0.0458,617525.7002,261310140.0000,261084578.3084,261084578.3084,[1.1048] ,[(0..10190] - 0.0%] [(10190..15200] - 28.000000000000004%] [(15200..26830] - 44.0%] [(26830..46440] - 50.0%] [(46440..) - 55.00000000000001%] ,0,0.0000,0,525743155.0000
288,10000,644540981.3631,133544,2.3929,487661.1825,261310140.0000,262726712.7618,262726712.7618,[1.0903] ,[(0..10190] - 0.0%] [(10190..15200] - 27.0%] [(15200..26830] - 44.0%] [(26830..46440] - 49.0%] [(46440..) - 55.00000000000001%] ,0,0.0000,0,525743155.0000
300,10000,651019310.9826,137133,0.1530,458774.1682,261310140.0000,261188328.8646,261188328.8646,[1.0763] ,[(0..10190] - 0.0%] [(10190..15200] - 27.0%] [(15200..26830] - 43.0%] [(26830..46440] - 48.0%] [(46440..) - 54.0%] ,0,0.0000,0,525743155.0000
312,10000,657550586.7443,143038,0.8861,487765.9453,261310140.0000,261946021.4929,261946021.4929,[1.0626] ,[(0..10190] - 0.0%] [(10190..15200] - 27.0%] [(15200..26830] - 43.0%] [(26830..46440] - 48.0%] [(46440..) - 53.0%] ,0,0.0000,0,525743155.0000
324,10000,664164818.8453,146673,1.7487,543915.4100,261310140.0000,259744765.5881,259744765.5881,[1.0490] ,[(0..10190] - 0.0%] [(10190..15200] - 26.0%] [(15200..26830] - 42.0%] [(26830..46440] - 47.0%] [(46440..) - 52.0%] ,0,0.0000,0,525743155.0000
336,10000,670854898.1753,153126,0.0074,654338.5023,261310140.0000,262097685.1726,262097685.1726,[1.0355] ,[(0..10190] - 0.0%] [(10190..15200] - 26.0%] [(15200..26830] - 41.0%] [(26830..46440] - 47.0%] [(46440..) - 52.0%] ,0,0.0000,0,525743155.0000
348,10000,677576794.6617,158566,0.0496,833748.4261,261310140.0000,261277756.3215,261277756.3215,[1.0224] ,[(0..10190] - 0.0%] [(10190..15200] - 26.0%] [(15200..26830] - 41.0%] [(26830..46440] - 46.0%] [(46440..) - 51.0%] ,0,0.0000,0,525743155.0000
360,10000,684387651.5594,164341,0.1957,530434.1411,261310140.0000,259123730.6961,259123730.6961,[1.0084] ,[(0..10190] - 0.0%] [(10190..15200] - 25.0%] [(15200..26830] - 40.0%] [(26830..46440] - 45.0%] [(46440..) - 50.0%] ,0,0.0000,0,525743155.0000
372,10000,691257531.7471,170297,0.1263,776111.9982,261310140.0000,262506496.0464,262506496.0464,[0.9954] ,[(0..10190] - 0.0%] [(10190..15200] - 25.0%] [(15200..26830] - 40.0%] [(26830..46440] - 45.0%] [(46440..) - 50.0%] ,0,0.0000,0,525743155.0000
384,10000,698205284.2813,178771,0.0295,700718.1896,261310140.0000,260489298.7509,260489298.7509,[0.9827] ,[(0..10190] - 0.0%] [(10190..15200] - 25.0%] [(15200..26830] - 39.0%] [(26830..46440] - 44.0%] [(46440..) - 49.0%] ,0,0.0000,0,525743155.0000
396,10000,705196398.9304,186903,0.0245,716882.8478,261310140.0000,263277374.6613,263277374.6613,[0.9705] ,[(0..10190] - 0.0%] [(10190..15200] - 24.0%] [(15200..26830] - 39.0%] [(26830..46440] - 44.0%] [(46440..) - 49.0%] ,0,0.0000,0,525743155.0000
408,10000,712308556.6052,198362,0.2291,513890.3792,261310140.0000,261301546.7696,261301546.7696,[0.9575] ,[(0..10190] - 0.0%] [(10190..15200] - 24.0%] [(15200..26830] - 38.0%] [(26830..46440] - 43.0%] [(46440..) - 48.0%] ,0,0.0000,0,525743155.0000
420,10000,719447522.6962,208645,0.9275,498794.4129,261310140.0000,261556306.6967,261556306.6967,[0.9451] ,[(0..10190] - 0.0%] [(10190..15200] - 24.0%] [(15200..26830] - 38.0%] [(26830..46440] - 43.0%] [(46440..) - 47.0%] ,0,0.0000,0,525743155.0000
432,10000,726673670.4018,217781,0.0271,714630.0371,261310140.0000,261837076.7482,261837076.7482,[0.9335] ,[(0..10190] - 0.0%] [(10190..15200] - 23.0%] [(15200..26830] - 37.0%] [(26830..46440] - 42.0%] [(46440..) - 47.0%] ,0,0.0000,0,525743155.0000
444,10000,733980607.7528,228599,0.1066,876220.6250,261310140.0000,260666291.1787,260666291.1787,[0.9210] ,[(0..10190] - 0.0%] [(10190..15200] - 23.0%] [(15200..26830] - 37.0%] [(26830..46440] - 41.0%] [(46440..) - 46.0%] ,0,0.0000,0,525743155.0000
456,10000,741350507.6325,240333,0.1823,1049457.9048,261310140.0000,259672034.7875,259672034.7875,[0.9090] ,[(0..10190] - 0.0%] [(10190..15200] - 23.0%] [(15200..26830] - 36.0%] [(26830..46440] - 41.0%] [(46440..) - 45.0%] ,0,0.0000,0,525743155.0000
468,10000,748796700.3319,250294,0.0796,1032133.7339,261310140.0000,261292587.1036,261292587.1036,[0.8968] ,[(0..10190] - 0.0%] [(10190..15200] - 22.0%] [(15200..26830] - 36.0%] [(26830..46440] - 40.0%] [(46440..) - 45.0%] ,0,0.0000,0,525743155.0000
480,10000,756297230.8763,269516,0.0137,598428.5896,261310140.0000,260409595.6855,260409595.6855,[0.8843] ,[(0..10190] - 0.0%] [(10190..15200] - 22.0%] [(15200..26830] - 35.0%] [(26830..46440] - 40.0%] [(46440..) - 44.0%] ,0,0.0000,0,525743155.0000
492,10000,763914173.3200,279855,0.0105,1405331.0285,261310140.0000,262467255.9312,262467255.9312,[0.8726] ,[(0..10190] - 0.0%] [(10190..15200] - 22.0%] [(15200..26830] - 35.0%] [(26830..46440] - 39.0%] [(46440..) - 44.0%] ,0,0.0000,0,525743155.0000
504,10000,771572930.1621,300278,0.0059,1025737.0592,261310140.0000,261173025.0409,261173025.0409,[0.8613] ,[(0..10190] - 0.0%] [(10190..15200] - 22.0%] [(15200..26830] - 34.0%] [(26830..46440] - 39.0%] [(46440..) - 43.0%] ,0,0.0000,0,525743155.0000
516,10000,779428198.1311,318317,0.1472,1377037.3293,261310140.0000,259222104.7243,259222104.7243,[0.8490] ,[(0..10190] - 0.0%] [(10190..15200] - 21.0%] [(15200..26830] - 34.0%] [(26830..46440] - 38.0%] [(46440..) - 42.0%] ,0,0.0000,0,525743155.0000
528,10000,787145444.4974,335341,0.0211,1941334.3467,261310140.0000,261850998.8910,261850998.8910,[0.8372] ,[(0..10190] - 0.0%] [(10190..15200] - 21.0%] [(15200..26830] - 33.0%] [(26830..46440] - 38.0%] [(46440..) - 42.0%] ,0,0.0000,0,525743155.0000
540,10000,795071349.5573,355312,0.0979,1513540.2246,261310140.0000,260057225.5752,260057225.5752,[0.8257] ,[(0..10190] - 0.0%] [(10190..15200] - 21.0%] [(15200..26830] - 33.0%] [(26830..46440] - 37.0%] [(46440..) - 41.0%] ,0,0.0000,0,525743155.0000
552,10000,803065864.2143,375975,0.0363,1642648.3579,261310140.0000,263452660.1699,263452660.1699,[0.8137] ,[(0..10190] - 0.0%] [(10190..15200] - 20.0%] [(15200..26830] - 33.0%] [(26830..46440] - 37.0%] [(46440..) - 41.0%] ,0,0.0000,0,525743155.0000
564,10000,811132288.3591,397642,0.0761,2374558.8573,261310140.0000,260333780.6453,260333780.6453,[0.8030] ,[(0..10190] - 0.0%] [(10190..15200] - 20.0%] [(15200..26830] - 32.0%] [(26830..46440] - 36.0%] [(46440..) - 40.0%] ,0,0.0000,0,525743155.0000
576,10000,819259287.0571,415153,0.0177,1607798.3594,261310140.0000,264490316.5816,264490316.5816,[0.7904] ,[(0..10190] - 0.0%] [(10190..15200] - 20.0%] [(15200..26830] - 32.0%] [(26830..46440] - 36.0%] [(46440..) - 40.0%] ,0,0.0000,0,525743155.0000
588,10000,827493583.6628,429133,0.0416,2283777.1018,261310140.0000,260840862.6974,260840862.6974,[0.7798] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 31.0%] [(26830..46440] - 35.0%] [(46440..) - 39.0%] ,0,0.0000,0,525743155.0000
600,10000,836045157.2060,461435,0.0042,1906892.4601,261310140.0000,260261241.4549,260261241.4549,[0.7679] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 31.0%] [(26830..46440] - 35.0%] [(46440..) - 38.0%] ,0,0.0000,0,525743155.0000
612,10000,844201776.6370,489647,0.0200,2350396.9174,261310140.0000,261556269.4888,261556269.4888,[0.7574] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 30.0%] [(26830..46440] - 34.0%] [(46440..) - 38.0%] ,0,0.0000,0,525743155.0000
624,10000,852687895.2605,526287,0.0098,2121493.1599,261310140.0000,260204109.4426,260204109.4426,[0.7475] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 30.0%] [(26830..46440] - 34.0%] [(46440..) - 37.0%] ,0,0.0000,0,525743155.0000
636,10000,861711659.1378,574161,0.0279,1933083.1169,261310140.0000,261493045.7958,261493045.7958,[0.7362] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.999999999999996%] [(26830..46440] - 33.0%] [(46440..) - 37.0%] ,0,0.0000,0,525743155.0000
648,10000,869927517.2318,616071,0.0046,3872720.4585,261310140.0000,260512359.7543,260512359.7543,[0.7249] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.999999999999996%] [(26830..46440] - 33.0%] [(46440..) - 36.0%] ,0,0.0000,0,525743155.0000
660,10000,878627639.7688,677673,0.0154,1546519.9105,261310140.0000,263212909.1681,263212909.1681,[0.7139] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.999999999999996%] [(26830..46440] - 32.0%] [(46440..) - 36.0%] ,0,0.0000,0,525743155.0000
672,10000,887472790.7763,750433,0.0108,2042390.6378,261310140.0000,260894804.5698,260894804.5698,[0.7034] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.000000000000004%] [(26830..46440] - 32.0%] [(46440..) - 35.0%] ,0,0.0000,0,525743155.0000
684,10000,897941262.5273,768565,0.0096,3941235.3210,261310140.0000,263602577.4169,263602577.4169,[0.6918] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 28.000000000000004%] [(26830..46440] - 31.0%] [(46440..) - 35.0%] ,0,0.0000,0,525743155.0000
696,10000,905657637.5145,835809,0.0391,3821646.0832,261310140.0000,261950237.0206,261950237.0206,[0.6792] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 27.0%] [(26830..46440] - 31.0%] [(46440..) - 34.0%] ,0,0.0000,0,525743155.0000
708,10000,914516227.3880,854368,0.0042,6646413.8158,261310140.0000,264050918.8455,264050918.8455,[0.6707] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 27.0%] [(26830..46440] - 30.0%] [(46440..) - 34.0%] ,0,0.0000,0,525743155.0000
720,10000,923721126.8308,927482,0.0064,4741603.2634,261310140.0000,260618698.1419,260618698.1419,[0.6623] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 26.0%] [(26830..46440] - 30.0%] [(46440..) - 33.0%] ,0,0.0000,0,525743155.0000
732,10000,932931902.3183,960782,0.0057,9154053.9012,261310140.0000,262266918.6095,262266918.6095,[0.6543] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 26.0%] [(26830..46440] - 28.999999999999996%] [(46440..) - 33.0%] ,0,0.0000,0,525743155.0000
744,10000,943488053.7628,1045498,0.0095,4055500.0416,261310140.0000,259779722.2505,259779722.2505,[0.6451] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 26.0%] [(26830..46440] - 28.999999999999996%] [(46440..) - 32.0%] ,0,0.0000,0,525743155.0000
756,10000,952433987.7123,1078372,0.0074,6555548.0311,261310140.0000,262579488.8466,262579488.8466,[0.6363] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 25.0%] [(26830..46440] - 28.999999999999996%] [(46440..) - 32.0%] ,0,0.0000,0,525743155.0000
768,10000,962028532.8341,1115871,0.0042,7765116.4189,261310140.0000,258461936.0084,258461936.0084,[0.6279] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 25.0%] [(26830..46440] - 28.000000000000004%] [(46440..) - 31.0%] ,0,0.0000,0,525743155.0000
780,10000,971522831.5272,1171867,0.0044,9178457.7709,261310140.0000,261500317.1980,261500317.1980,[0.6198] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 25.0%] [(26830..46440] - 28.000000000000004%] [(46440..) - 31.0%] ,0,0.0000,0,525743155.0000
792,10000,980817448.6655,1233298,0.0048,7855387.9431,261310140.0000,263404206.6193,263404206.6193,[0.6110] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 24.0%] [(26830..46440] - 27.0%] [(46440..) - 31.0%] ,0,0.0000,0,525743155.0000
804,10000,991900832.4780,1245559,0.0040,11727496.7348,261310140.0000,259344098.7995,259344098.7995,[0.6045] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 24.0%] [(26830..46440] - 27.0%] [(46440..) - 30.0%] ,0,0.0000,0,525743155.0000
816,10000,1003365676.6325,1299707,0.0061,8187954.1027,261310140.0000,263218288.8418,263218288.8418,[0.5957] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 24.0%] [(26830..46440] - 27.0%] [(46440..) - 30.0%] ,0,0.0000,0,525743155.0000
828,10000,1013844077.4071,1287135,0.0041,8408492.4015,261310140.0000,258481124.0782,258481124.0782,[0.5878] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 24.0%] [(26830..46440] - 26.0%] [(46440..) - 28.999999999999996%] ,0,0.0000,0,525743155.0000
840,10000,1021205968.1328,1475838,0.0040,5852250.7052,261310140.0000,261254570.4918,261254570.4918,[0.5792] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 23.0%] [(26830..46440] - 26.0%] [(46440..) - 28.999999999999996%] ,0,0.0000,0,525743155.0000
852,10000,1031006794.0160,1442319,0.0044,18843446.2083,261310140.0000,263261828.4546,263261828.4546,[0.5748] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 23.0%] [(26830..46440] - 26.0%] [(46440..) - 28.999999999999996%] ,0,0.0000,0,525743155.0000
864,10000,1041371099.5316,1616653,0.0048,13898297.2190,261310140.0000,259075655.4556,259075655.4556,[0.5676] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 23.0%] [(26830..46440] - 26.0%] [(46440..) - 28.000000000000004%] ,0,0.0000,0,525743155.0000
876,10000,1052274861.5126,1778740,0.0041,19588025.0105,261310140.0000,261010561.1337,261010561.1337,[0.5596] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 22.0%] [(26830..46440] - 25.0%] [(46440..) - 28.000000000000004%] ,0,0.0000,0,525743155.0000
888,10000,1073886230.0727,1810820,0.0040,18091856.4762,261310140.0000,264768826.8770,264768826.8770,[0.5517] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 22.0%] [(26830..46440] - 25.0%] [(46440..) - 28.000000000000004%] ,0,0.0000,0,525743155.0000
900,10000,1074444342.5607,1966959,0.0042,5371779.0928,261310140.0000,261348314.9438,261348314.9438,[0.5395] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 22.0%] [(26830..46440] - 24.0%] [(46440..) - 27.0%] ,0,0.0000,0,525743155.0000
912,10000,1093332080.4850,2045635,0.0040,13562244.1746,261310140.0000,261793420.6738,261793420.6738,[0.5386] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 22.0%] [(26830..46440] - 24.0%] [(46440..) - 27.0%] ,0,0.0000,0,525743155.0000
924,10000,1094739940.4159,2168987,0.0041,12512201.5185,261310140.0000,258815263.7819,258815263.7819,[0.5265] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 21.0%] [(26830..46440] - 24.0%] [(46440..) - 26.0%] ,0,0.0000,0,525743155.0000
936,10000,1145717000.0704,2426238,0.0040,39964390.3291,261310140.0000,258890887.0617,258890887.0617,[0.5263] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 21.0%] [(26830..46440] - 24.0%] [(46440..) - 26.0%] ,0,0.0000,0,525743155.0000
948,10000,1117917404.3253,2710271,0.0040,8267314.5861,261310140.0000,261900430.0595,261900430.0595,[0.5001] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 20.0%] [(26830..46440] - 23.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000
960,10000,1128109165.7079,2667619,0.0040,18674165.7231,261310140.0000,264768571.7857,264768571.7857,[0.5127] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 21.0%] [(26830..46440] - 23.0%] [(46440..) - 26.0%] ,0,0.0000,0,525743155.0000
972,10000,1165264259.1919,2458512,0.0040,40760707.2026,261310140.0000,258203677.5661,258203677.5661,[0.5072] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 20.0%] [(26830..46440] - 23.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000
984,10000,1150845589.0767,2665553,0.0040,36328691.3414,261310140.0000,257221140.9819,257221140.9819,[0.4893] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 20.0%] [(26830..46440] - 22.0%] [(46440..) - 24.0%] ,0,0.0000,0,525743155.0000
996,10000,1162404698.8616,3040272,0.0040,8614671.0405,261310140.0000,262754482.4308,262754482.4308,[0.4961] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 20.0%] [(26830..46440] - 22.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000
1008,10000,1174075368.2291,3517247,0.0040,30242578.8791,261310140.0000,265488354.4561,265488354.4561,[0.4910] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 20.0%] [(26830..46440] - 22.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000
1020,10000,1185861945.6232,3613146,0.0040,29716718.3002,261310140.0000,259415291.7014,259415291.7014,[0.4840] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 22.0%] [(46440..) - 24.0%] ,0,0.0000,0,525743155.0000
1032,10000,1197778772.5721,4934117,0.0040,6094272.5610,261310140.0000,262390842.2094,262390842.2094,[0.4769] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 21.0%] [(46440..) - 24.0%] ,0,0.0000,0,525743155.0000
1044,10000,1221540868.5000,4986373,0.0040,23122383.4318,261310140.0000,265176377.9849,265176377.9849,[0.4718] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 19.0%] [(26830..46440] - 21.0%] [(46440..) - 24.0%] ,0,0.0000,0,525743155.0000
1056,10000,1222000829.9546,5248094,0.0040,15474122.4639,261310140.0000,261098008.7201,261098008.7201,[0.4607] ,[(0..10190] - 0.0%] [(10190..15200] - 12.0%] [(15200..26830] - 18.0%] [(26830..46440] - 21.0%] [(46440..) - 23.0%] ,0,0.0000,0,525743155.0000
1068,10000,1236331830.9211,5228999,0.0040,25658325.5828,261310140.0000,261276316.1647,261276316.1647,[0.4599] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 21.0%] [(46440..) - 23.0%] ,0,0.0000,0,525743155.0000
1080,10000,1246898513.1183,6896955,0.0040,8410753.8218,261310140.0000,264034008.9616,264034008.9616,[0.4537] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 20.0%] [(46440..) - 23.0%] ,0,0.0000,0,525743155.0000
1092,10000,1260271785.4879,8199378,0.0040,21331728.1563,261310140.0000,256195463.8845,256195463.8845,[0.4495] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 20.0%] [(46440..) - 22.0%] ,0,0.0000,0,525743155.0000
1104,10000,1277892464.2368,9184022,0.0040,13006484.3009,261310140.0000,260070371.1252,260070371.1252,[0.4427] ,[(0..10190] - 0.0%] [(10190..15200] - 11.0%] [(15200..26830] - 18.0%] [(26830..46440] - 20.0%] [(46440..) - 22.0%] ,0,0.0000,0,525743155.0000
