cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.7236,29.4448,28.7212,46.6612,23.8940,5.4947,1.3672
24,0.0043,0.1723,4.1242,33.4527,29.3285,46.8465,19.7008,2.9321,0.3987
36,0.0028,0.1594,4.2090,34.3693,30.1603,47.2315,18.3992,2.5603,0.3357
48,0.0002,0.1112,3.8189,33.5855,29.7666,47.7260,18.6885,2.6177,0.3267
60,0.0008,0.1018,3.7285,33.3136,29.5851,47.6906,18.9958,2.6550,0.3440
72,0.0018,0.1328,3.7380,33.0516,29.3136,47.8245,19.1239,2.6656,0.3499
84,0.0002,0.1237,3.7664,32.9250,29.1586,47.8692,19.2058,2.7316,0.3912
96,0.0000,0.0988,3.6553,32.7758,29.1205,47.9513,19.2729,2.6752,0.3369
108,0.0010,0.1225,3.7171,32.8353,29.1182,47.7817,19.3830,2.7488,0.3603
120,0.0005,0.1106,3.6487,32.6315,28.9828,47.9342,19.4344,2.6987,0.3536
132,0.0006,0.1264,3.6450,32.4288,28.7838,47.9489,19.6222,2.8114,0.4349
144,0.0006,0.1134,3.5233,32.0836,28.5603,48.2059,19.7104,2.8453,0.3621
156,0.0009,0.1176,3.5512,31.9433,28.3921,48.0049,20.0518,2.9061,0.4186
168,0.0000,0.1071,3.4400,31.4830,28.0430,48.2375,20.2795,2.9001,0.3890
180,0.0007,0.1152,3.4659,31.3487,27.8828,48.3382,20.3131,2.9241,0.3940
192,0.0006,0.0999,3.3167,31.0209,27.7042,48.1539,20.8252,3.0946,0.5003
204,0.0012,0.1033,3.3617,31.3716,28.0099,48.3239,20.3045,2.9226,0.4127
216,0.0003,0.1071,3.3648,30.8067,27.4419,48.6137,20.5796,3.0004,0.4182
228,0.0003,0.0882,3.2146,30.6279,27.4133,48.6035,20.7686,3.0726,0.4558
240,0.0001,0.0965,3.2783,30.5443,27.2660,48.4466,21.0091,3.0984,0.4216
252,0.0008,0.1023,3.2479,30.7121,27.4642,48.4240,20.8639,3.1540,0.4842
264,0.0000,0.1017,3.1950,30.0772,26.8822,48.4960,21.4268,3.4046,0.6216
276,0.0000,0.0957,3.1524,29.8211,26.6687,48.6880,21.4909,3.1940,0.4140
288,0.0011,0.0922,3.1125,29.6061,26.4936,48.7890,21.6048,3.3325,0.6019
300,0.0011,0.0923,3.0449,29.5652,26.5203,48.5825,21.8524,3.5346,0.6912
312,0.0003,0.0913,3.0417,29.2984,26.2567,48.6719,22.0297,3.5639,0.6288
324,0.0002,0.0805,3.0305,29.2040,26.1736,48.6904,22.1056,3.5297,0.6365
336,0.0000,0.0883,3.0011,29.1588,26.1577,48.5325,22.3086,3.6438,0.6586
348,0.0001,0.0775,2.9560,29.0520,26.0960,48.6456,22.3024,3.5298,0.5455
360,0.0000,0.0794,2.8529,28.4007,25.5479,48.7470,22.8522,4.0031,0.9056
372,0.0001,0.0685,2.7934,28.4166,25.6232,48.9873,22.5961,3.6591,0.6412
384,0.0000,0.0428,2.7410,28.2045,25.4636,48.7664,23.0291,4.0096,0.9100
396,0.0000,0.0583,2.7752,28.1579,25.3827,48.9232,22.9189,3.7931,0.7121
408,0.0000,0.0524,2.6226,27.6674,25.0447,48.5971,23.7355,4.1759,0.8798
420,0.0000,0.0342,2.5413,27.4577,24.9164,48.8751,23.6672,4.1141,0.8694
432,0.0000,0.0420,2.5762,27.5241,24.9479,49.0254,23.4505,3.9302,0.6933
444,0.0000,0.0289,2.4482,26.9030,24.4549,48.9600,24.1370,4.3613,0.9169
456,0.0000,0.0278,2.3527,26.6070,24.2543,49.0862,24.3067,4.5288,1.1888
468,0.0000,0.0132,2.2012,26.4058,24.2046,49.0788,24.5155,4.4467,0.8498
480,0.0000,0.0071,1.9989,25.7168,23.7179,49.1644,25.1188,5.1612,1.3534
492,0.0000,0.0056,1.8521,25.5642,23.7121,49.6950,24.7407,4.3203,0.7084
504,0.0000,0.0020,1.8184,24.9456,23.1272,49.3626,25.6918,5.2223,1.4973
516,0.0000,0.0001,1.5556,24.3395,22.7839,50.0549,25.6056,4.7645,1.1508
528,0.0000,0.0000,1.3894,23.7222,22.3328,49.4945,26.7833,5.4961,1.4764
540,0.0000,0.0000,1.2161,23.0862,21.8701,49.7498,27.1640,5.8228,1.8780
552,0.0000,0.0000,0.9534,22.6499,21.6964,50.3517,26.9984,5.1852,1.2244
564,0.0000,0.0000,0.8671,22.0543,21.1872,49.6499,28.2957,6.5326,2.0564
576,0.0000,0.0000,0.5891,21.0213,20.4322,49.6548,29.3239,7.1230,2.2924
588,0.0000,0.0000,0.4872,20.4111,19.9239,49.8557,29.7332,7.4999,2.5051
600,0.0000,0.0000,0.2768,19.3711,19.0943,49.2204,31.4085,8.2824,3.0016
612,0.0000,0.0000,0.2068,19.1328,18.9260,49.6732,31.1940,8.1590,2.7946
624,0.0000,0.0000,0.1528,18.6221,18.4693,50.1687,31.2092,7.5704,2.1829
636,0.0000,0.0000,0.0801,17.5676,17.4875,50.1142,32.3181,8.1958,2.3983
648,0.0000,0.0000,0.0221,16.8547,16.8327,50.3402,32.8051,8.3314,2.6603
660,0.0000,0.0000,0.0005,15.5117,15.5111,49.8935,34.5948,9.5473,3.0465
672,0.0000,0.0000,0.0000,14.6628,14.6628,50.6840,34.6533,9.0436,2.7857
684,0.0000,0.0000,0.0000,13.3640,13.3640,50.3652,36.2709,9.4084,2.2910
696,0.0000,0.0000,0.0000,11.8893,11.8893,48.9231,39.1876,13.3466,5.0435
708,0.0000,0.0000,0.0000,11.0809,11.0809,49.0855,39.8337,12.9247,4.6291
720,0.0000,0.0000,0.0000,10.4926,10.4926,47.8000,41.7074,15.6885,6.7527
732,0.0000,0.0000,0.0000,10.5133,10.5133,49.6999,39.7868,12.7827,4.9277
744,0.0000,0.0000,0.0000,9.6393,9.6393,48.3475,42.0132,14.3243,6.1329
756,0.0000,0.0000,0.0000,9.3655,9.3655,48.6936,41.9409,13.4522,4.7160
768,0.0000,0.0000,0.0000,8.5996,8.5996,48.7278,42.6726,14.6873,6.7691
780,0.0000,0.0000,0.0000,8.0869,8.0869,48.8194,43.0937,13.7913,5.9517
792,0.0000,0.0000,0.0000,7.2420,7.2420,47.8576,44.9004,15.4815,7.1069
804,0.0000,0.0000,0.0000,7.2033,7.2033,49.2796,43.5171,13.8263,5.8102
816,0.0000,0.0000,0.0000,6.4947,6.4947,47.0545,46.4508,16.9788,8.4136
828,0.0000,0.0000,0.0000,6.4341,6.4341,49.0551,44.5108,13.6384,5.6124
840,0.0000,0.0000,0.0000,5.5345,5.5345,46.8812,47.5843,16.5666,8.7863
852,0.0000,0.0000,0.0000,5.6688,5.6688,48.8666,45.4646,13.9094,5.4226
864,0.0000,0.0000,0.0000,5.1517,5.1517,48.1257,46.7226,15.4130,7.4814
876,0.0000,0.0000,0.0000,4.3400,4.3400,47.1045,48.5555,16.0279,7.1937
888,0.0000,0.0000,0.0000,3.6847,3.6847,46.2052,50.1101,19.3308,10.6594
900,0.0000,0.0000,0.0000,3.6687,3.6687,47.6799,48.6514,17.2156,8.4581
912,0.0000,0.0000,0.0000,3.4275,3.4275,47.3877,49.1847,16.1158,6.7881
924,0.0000,0.0000,0.0000,2.5959,2.5959,45.1756,52.2284,21.3176,12.2772
936,0.0000,0.0000,0.0000,2.7959,2.7959,46.2018,51.0022,18.2397,9.0599
948,0.0000,0.0000,0.0000,2.4594,2.4594,46.0865,51.4541,18.8567,9.4141
960,0.0000,0.0000,0.0000,2.1149,2.1149,45.6477,52.2374,19.5092,9.4714
972,0.0000,0.0000,0.0000,1.9608,1.9608,45.3552,52.6840,18.4270,8.6299
984,0.0000,0.0000,0.0000,1.7224,1.7224,43.5586,54.7190,22.0662,12.7750
996,0.0000,0.0000,0.0000,1.8225,1.8225,44.4203,53.7572,20.4047,10.9523
1008,0.0000,0.0000,0.0000,1.9401,1.9401,46.8678,51.1922,16.5746,6.5159
1020,0.0000,0.0000,0.0000,1.2795,1.2795,45.6026,53.1179,19.9388,10.0220
1032,0.0000,0.0000,0.0000,0.7193,0.7193,42.2110,57.0698,25.4694,15.8718
1044,0.0000,0.0000,0.0000,0.7185,0.7185,45.8136,53.4679,19.1989,8.6956
1056,0.0000,0.0000,0.0000,0.3954,0.3954,42.7853,56.8193,22.8248,12.7523
1068,0.0000,0.0000,0.0000,0.2967,0.2967,42.7726,56.9307,21.6269,10.7568
1080,0.0000,0.0000,0.0000,0.1869,0.1869,42.8204,56.9927,22.4934,11.8944
1092,0.0000,0.0000,0.0000,0.1628,0.1628,43.5555,56.2817,20.2747,9.3440
1104,0.0000,0.0000,0.0000,0.0178,0.0178,41.1015,58.8806,22.8081,12.6798
1116,0.0000,0.0000,0.0000,0.0000,0.0000,41.2329,58.7671,22.7685,12.9606
1128,0.0000,0.0000,0.0000,0.0001,0.0001,41.7161,58.2838,21.8821,11.1148
1140,0.0000,0.0000,0.0000,0.0000,0.0000,41.5924,58.4076,20.4717,10.3450
1152,0.0000,0.0000,0.0000,0.0000,0.0000,38.9368,61.0632,21.7014,9.3808
1164,0.0000,0.0000,0.0000,0.0000,0.0000,39.1516,60.8484,19.2569,7.7706
1176,0.0000,0.0000,0.0000,0.0000,0.0000,38.4170,61.5830,19.9063,7.5909
1188,0.0000,0.0000,0.0000,0.0000,0.0000,37.0940,62.9060,20.6569,8.5479
1200,0.0000,0.0000,0.0000,0.0000,0.0000,35.3376,64.6624,19.8266,7.6687
