cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.6928,28.6612,27.9684,46.7017,24.6371,5.7552,1.4423
24,0.0063,0.1954,4.4168,34.4361,30.0193,46.7282,18.8357,2.7882,0.3729
36,0.0000,0.1646,4.2748,35.2548,30.9800,47.1642,17.5810,2.3181,0.2806
48,0.0000,0.1337,4.0154,34.6733,30.6579,47.5415,17.7852,2.3329,0.2777
60,0.0000,0.1282,4.0114,34.4709,30.4595,47.5277,18.0014,2.3406,0.2788
72,0.0000,0.1269,3.9711,34.3500,30.3789,47.6934,17.9566,2.3304,0.2701
84,0.0000,0.1184,3.9252,34.0281,30.1030,47.7755,18.1964,2.3843,0.2844
96,0.0000,0.1329,3.9265,33.9873,30.0608,47.7060,18.3067,2.3869,0.2877
108,0.0000,0.1308,3.8572,33.9147,30.0576,47.8389,18.2464,2.3885,0.2874
120,0.0000,0.1314,3.8995,33.7929,29.8935,47.7225,18.4846,2.4504,0.2859
132,0.0000,0.1332,3.8863,33.4618,29.5755,48.0441,18.4941,2.4648,0.3001
144,0.0014,0.1419,3.8428,33.5419,29.6991,48.0353,18.4228,2.4075,0.2896
156,0.0003,0.1354,3.7931,33.1993,29.4062,48.2611,18.5396,2.4407,0.2909
168,0.0019,0.1415,3.8563,33.2762,29.4199,48.0065,18.7172,2.4487,0.2965
180,0.0003,0.1415,3.8138,33.1365,29.3227,48.0283,18.8352,2.5172,0.3129
192,0.0027,0.1350,3.6982,32.9171,29.2189,48.1354,18.9475,2.4685,0.2882
204,0.0009,0.1304,3.6532,32.8728,29.2195,48.3449,18.7823,2.4279,0.2881
216,0.0026,0.1522,3.7072,32.5939,28.8867,48.3039,19.1022,2.5501,0.3267
228,0.0014,0.1539,3.7301,32.6871,28.9570,48.1167,19.1962,2.5750,0.3106
240,0.0020,0.1518,3.6999,32.5109,28.8111,48.3769,19.1121,2.5267,0.3116
252,0.0010,0.1517,3.6820,32.5494,28.8674,48.2790,19.1716,2.5883,0.3212
264,0.0057,0.1631,3.6639,32.3638,28.6999,48.2378,19.3984,2.5983,0.3074
276,0.0053,0.1537,3.6180,32.1690,28.5510,48.4208,19.4102,2.5982,0.3091
288,0.0065,0.1594,3.6131,32.1373,28.5242,48.2973,19.5653,2.6261,0.3234
300,0.0049,0.1613,3.6505,32.0905,28.4400,48.4347,19.4748,2.6214,0.3257
312,0.0049,0.1560,3.5553,31.9116,28.3563,48.6049,19.4836,2.6118,0.3173
324,0.0046,0.1664,3.5908,32.0449,28.4541,48.5747,19.3804,2.5369,0.2958
336,0.0062,0.1617,3.5446,31.6848,28.1402,48.6761,19.6391,2.6360,0.3079
348,0.0053,0.1631,3.4994,31.5025,28.0031,48.6734,19.8241,2.6589,0.3371
360,0.0044,0.1504,3.5171,31.5397,28.0225,48.6749,19.7854,2.6754,0.3259
372,0.0055,0.1644,3.5249,31.4545,27.9296,48.5894,19.9561,2.6448,0.3098
384,0.0055,0.1615,3.4547,31.2532,27.7985,48.6550,20.0918,2.7411,0.3415
396,0.0057,0.1727,3.4841,31.3544,27.8702,48.7316,19.9141,2.6721,0.3257
408,0.0067,0.1559,3.3798,30.7551,27.3753,49.0913,20.1537,2.6556,0.3163
