time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt,total_gi_collector!,total_demurrage_collector!
216,10000,607064296.8136,78307,3.8075,38837.8415,250158240.0000,249818954.0862,249818954.0862,[1.1357] ,[(0..10190] - 0.0%] [(10190..15200] - 28.000000000000004%] [(15200..26830] - 45.0%] [(26830..46440] - 51.0%] [(46440..) - 56.99999999999999%] ,0,0.0000,0,525743155.0000,149526000.0000,149524759.1707
228,10000,613144535.8019,79566,0.9924,38081.5576,250158240.0000,249454416.0305,249454416.0305,[1.1216] ,[(0..10190] - 0.0%] [(10190..15200] - 28.000000000000004%] [(15200..26830] - 45.0%] [(26830..46440] - 50.0%] [(46440..) - 56.00000000000001%] ,0,0.0000,0,525743155.0000,149526000.0000,149523469.3171
240,10000,619286552.9215,80278,104.3584,39006.2875,250158240.0000,249591364.3379,249591364.3379,[1.1067] ,[(0..10190] - 0.0%] [(10190..15200] - 28.000000000000004%] [(15200..26830] - 44.0%] [(26830..46440] - 50.0%] [(46440..) - 55.00000000000001%] ,0,0.0000,0,525743155.0000,149526000.0000,149523237.7848
252,10000,625515895.1008,81160,14.2961,39726.8694,250158240.0000,250941908.1517,250941908.1517,[1.0924] ,[(0..10190] - 0.0%] [(10190..15200] - 27.0%] [(15200..26830] - 44.0%] [(26830..46440] - 49.0%] [(46440..) - 55.00000000000001%] ,0,0.0000,0,525743155.0000,149526000.0000,149523880.2318
264,10000,631791773.4037,82503,9.7571,44763.6848,250158240.0000,250919568.8954,250919568.8954,[1.0783] ,[(0..10190] - 0.0%] [(10190..15200] - 27.0%] [(15200..26830] - 43.0%] [(26830..46440] - 49.0%] [(46440..) - 54.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524763.4795
276,10000,638152981.9012,83265,29.6061,43025.7001,250158240.0000,250520631.0196,250520631.0196,[1.0641] ,[(0..10190] - 0.0%] [(10190..15200] - 27.0%] [(15200..26830] - 43.0%] [(26830..46440] - 48.0%] [(46440..) - 53.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525017.7237
288,10000,644591203.8294,84508,0.6251,45645.2650,250158240.0000,250781790.0179,250781790.0179,[1.0503] ,[(0..10190] - 0.0%] [(10190..15200] - 26.0%] [(15200..26830] - 42.0%] [(26830..46440] - 47.0%] [(46440..) - 53.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525527.8451
300,10000,651041428.4009,85130,10.6839,48634.9444,250158240.0000,250546479.6999,250546479.6999,[1.0369] ,[(0..10190] - 0.0%] [(10190..15200] - 26.0%] [(15200..26830] - 41.0%] [(26830..46440] - 47.0%] [(46440..) - 52.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526968.0949
312,10000,657583313.3945,87074,35.9710,42459.2619,250158240.0000,249951857.0305,249951857.0305,[1.0233] ,[(0..10190] - 0.0%] [(10190..15200] - 26.0%] [(15200..26830] - 41.0%] [(26830..46440] - 46.0%] [(46440..) - 51.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525902.0407
324,10000,664179868.3691,87966,16.4660,42525.1201,250158240.0000,250085739.9233,250085739.9233,[1.0104] ,[(0..10190] - 0.0%] [(10190..15200] - 25.0%] [(15200..26830] - 40.0%] [(26830..46440] - 45.0%] [(46440..) - 51.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525019.5985
336,10000,670833652.2237,89020,4.1375,46606.0445,250158240.0000,250868135.7303,250868135.7303,[0.9972] ,[(0..10190] - 0.0%] [(10190..15200] - 25.0%] [(15200..26830] - 40.0%] [(26830..46440] - 45.0%] [(46440..) - 50.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526016.6336
348,10000,677564286.2415,90299,12.7505,43760.0448,250158240.0000,248937292.9619,248937292.9619,[0.9843] ,[(0..10190] - 0.0%] [(10190..15200] - 25.0%] [(15200..26830] - 39.0%] [(26830..46440] - 44.0%] [(46440..) - 49.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526278.7810
360,10000,684393161.0733,91240,24.1167,43501.2402,250158240.0000,251649330.7293,251649330.7293,[0.9718] ,[(0..10190] - 0.0%] [(10190..15200] - 24.0%] [(15200..26830] - 39.0%] [(26830..46440] - 44.0%] [(46440..) - 49.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526064.0889
372,10000,691255005.0189,92913,11.5213,42312.2713,250158240.0000,249522549.4854,249522549.4854,[0.9596] ,[(0..10190] - 0.0%] [(10190..15200] - 24.0%] [(15200..26830] - 38.0%] [(26830..46440] - 43.0%] [(46440..) - 48.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526973.5374
384,10000,698258656.1653,94039,27.5168,47545.4071,250158240.0000,249991140.6505,249991140.6505,[0.9473] ,[(0..10190] - 0.0%] [(10190..15200] - 24.0%] [(15200..26830] - 38.0%] [(26830..46440] - 43.0%] [(46440..) - 47.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526882.9651
396,10000,705216459.5663,95360,13.1434,42435.1589,250158240.0000,250056793.7290,250056793.7290,[0.9353] ,[(0..10190] - 0.0%] [(10190..15200] - 23.0%] [(15200..26830] - 37.0%] [(26830..46440] - 42.0%] [(46440..) - 47.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524829.8001
408,10000,712300567.5065,96844,15.9014,47611.4659,250158240.0000,250504917.5638,250504917.5638,[0.9229] ,[(0..10190] - 0.0%] [(10190..15200] - 23.0%] [(15200..26830] - 37.0%] [(26830..46440] - 42.0%] [(46440..) - 46.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525028.8184
420,10000,719472206.9751,98387,0.2053,51042.7724,250158240.0000,251011152.8515,251011152.8515,[0.9115] ,[(0..10190] - 0.0%] [(10190..15200] - 23.0%] [(15200..26830] - 36.0%] [(26830..46440] - 41.0%] [(46440..) - 46.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526440.2892
432,10000,726699791.0814,99094,4.7673,43143.0810,250158240.0000,251110949.5298,251110949.5298,[0.9003] ,[(0..10190] - 0.0%] [(10190..15200] - 23.0%] [(15200..26830] - 36.0%] [(26830..46440] - 41.0%] [(46440..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526308.6762
444,10000,734014440.8876,100837,26.5726,47616.6833,250158240.0000,249280741.0467,249280741.0467,[0.8884] ,[(0..10190] - 0.0%] [(10190..15200] - 22.0%] [(15200..26830] - 36.0%] [(26830..46440] - 40.0%] [(46440..) - 44.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525269.4213
456,10000,741373163.4952,101919,26.3674,48209.8832,250158240.0000,251154890.6970,251154890.6970,[0.8779] ,[(0..10190] - 0.0%] [(10190..15200] - 22.0%] [(15200..26830] - 35.0%] [(26830..46440] - 40.0%] [(46440..) - 44.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526139.9424
468,10000,748832814.6094,103201,18.3650,45678.4592,250158240.0000,249680344.4914,249680344.4914,[0.8664] ,[(0..10190] - 0.0%] [(10190..15200] - 22.0%] [(15200..26830] - 35.0%] [(26830..46440] - 39.0%] [(46440..) - 43.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526198.9200
480,10000,756335626.5406,104690,12.6562,48200.4491,250158240.0000,251248010.5853,251248010.5853,[0.8556] ,[(0..10190] - 0.0%] [(10190..15200] - 21.0%] [(15200..26830] - 34.0%] [(26830..46440] - 39.0%] [(46440..) - 43.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525603.3090
492,10000,763923817.4518,106299,1.1501,48466.0228,250158240.0000,249410102.6185,249410102.6185,[0.8451] ,[(0..10190] - 0.0%] [(10190..15200] - 21.0%] [(15200..26830] - 34.0%] [(26830..46440] - 38.0%] [(46440..) - 42.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526581.2763
504,10000,771619335.5474,107306,16.1184,60803.4680,250158240.0000,251398150.0992,251398150.0992,[0.8347] ,[(0..10190] - 0.0%] [(10190..15200] - 21.0%] [(15200..26830] - 33.0%] [(26830..46440] - 38.0%] [(46440..) - 42.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525537.8231
516,10000,779409535.3763,109803,45.4531,53741.8211,250158240.0000,249494107.1744,249494107.1744,[0.8243] ,[(0..10190] - 0.0%] [(10190..15200] - 21.0%] [(15200..26830] - 33.0%] [(26830..46440] - 37.0%] [(46440..) - 41.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524992.0724
528,10000,787212757.4925,110806,1.5743,44670.8960,250158240.0000,252100943.3253,252100943.3253,[0.8141] ,[(0..10190] - 0.0%] [(10190..15200] - 20.0%] [(15200..26830] - 33.0%] [(26830..46440] - 37.0%] [(46440..) - 41.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525654.5993
540,10000,795087460.6243,111881,6.8074,53559.0131,250158240.0000,248957958.3971,248957958.3971,[0.8039] ,[(0..10190] - 0.0%] [(10190..15200] - 20.0%] [(15200..26830] - 32.0%] [(26830..46440] - 36.0%] [(46440..) - 40.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525941.2705
552,10000,803065342.7439,113056,8.2901,55808.5426,250158240.0000,252089169.2636,252089169.2636,[0.7939] ,[(0..10190] - 0.0%] [(10190..15200] - 20.0%] [(15200..26830] - 32.0%] [(26830..46440] - 36.0%] [(46440..) - 40.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526766.6699
564,10000,811135483.3818,114815,15.1605,57079.7276,250158240.0000,248579448.4027,248579448.4027,[0.7845] ,[(0..10190] - 0.0%] [(10190..15200] - 20.0%] [(15200..26830] - 31.0%] [(26830..46440] - 35.0%] [(46440..) - 39.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525344.4160
576,10000,819290402.7664,117340,36.9474,56383.1977,250158240.0000,251255883.9098,251255883.9098,[0.7746] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 31.0%] [(26830..46440] - 35.0%] [(46440..) - 39.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525563.3320
588,10000,827536716.4542,118331,15.8856,54675.4149,250158240.0000,248868350.4892,248868350.4892,[0.7650] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 31.0%] [(26830..46440] - 34.0%] [(46440..) - 38.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526268.7306
600,10000,835803121.4331,119713,9.7930,55564.7604,250158240.0000,250830772.0217,250830772.0217,[0.7556] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 30.0%] [(26830..46440] - 34.0%] [(46440..) - 38.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525606.5092
612,10000,844233241.1752,122121,63.0225,48960.0796,250158240.0000,249847560.1086,249847560.1086,[0.7465] ,[(0..10190] - 0.0%] [(10190..15200] - 19.0%] [(15200..26830] - 30.0%] [(26830..46440] - 34.0%] [(46440..) - 37.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525584.0652
624,10000,852739247.0438,123746,6.1439,58398.0424,250158240.0000,249663046.4553,249663046.4553,[0.7373] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.999999999999996%] [(26830..46440] - 33.0%] [(46440..) - 37.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525933.6415
636,10000,861282264.2389,125632,34.6709,58474.9414,250158240.0000,248539379.9283,248539379.9283,[0.7283] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.999999999999996%] [(26830..46440] - 33.0%] [(46440..) - 36.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525461.2594
648,10000,869916821.1650,127406,39.7330,54660.4600,250158240.0000,249910579.7423,249910579.7423,[0.7194] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.999999999999996%] [(26830..46440] - 32.0%] [(46440..) - 36.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525061.1510
660,10000,878672072.3627,128901,1.1102,59315.6380,250158240.0000,251850128.2449,251850128.2449,[0.7107] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.000000000000004%] [(26830..46440] - 32.0%] [(46440..) - 36.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525947.4994
672,10000,887481652.4421,130607,12.2838,51535.2660,250158240.0000,250489404.7207,250489404.7207,[0.7021] ,[(0..10190] - 0.0%] [(10190..15200] - 18.0%] [(15200..26830] - 28.000000000000004%] [(26830..46440] - 32.0%] [(46440..) - 35.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526338.9936
684,10000,896425657.7166,132519,0.6797,64577.3677,250158240.0000,251384092.5364,251384092.5364,[0.6936] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 28.000000000000004%] [(26830..46440] - 31.0%] [(46440..) - 35.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526043.1319
696,10000,905434147.2402,134764,2.0766,56562.5149,250158240.0000,248708277.3794,248708277.3794,[0.6852] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 27.0%] [(26830..46440] - 31.0%] [(46440..) - 34.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525819.1638
708,10000,914522505.4968,136573,4.1617,52238.1846,250158240.0000,250049970.5328,250049970.5328,[0.6769] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 27.0%] [(26830..46440] - 30.0%] [(46440..) - 34.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526290.8577
720,10000,923709158.4982,138590,1.4482,68855.9393,250158240.0000,248310305.4667,248310305.4667,[0.6688] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 27.0%] [(26830..46440] - 30.0%] [(46440..) - 33.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526360.9250
732,10000,932993347.9994,140697,12.4536,59705.3651,250158240.0000,250222159.3887,250222159.3887,[0.6606] ,[(0..10190] - 0.0%] [(10190..15200] - 17.0%] [(15200..26830] - 26.0%] [(26830..46440] - 30.0%] [(46440..) - 33.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525459.5244
744,10000,942357877.6385,143786,14.6875,59834.2929,250158240.0000,250979468.9416,250979468.9416,[0.6529] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 26.0%] [(26830..46440] - 28.999999999999996%] [(46440..) - 33.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527039.7312
756,10000,951801167.8755,145341,1.3485,60787.8370,250158240.0000,249057814.5978,249057814.5978,[0.6449] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 26.0%] [(26830..46440] - 28.999999999999996%] [(46440..) - 32.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527777.3618
768,10000,961380957.1876,147514,1.6784,65803.3858,250158240.0000,250943132.0513,250943132.0513,[0.6371] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 25.0%] [(26830..46440] - 28.999999999999996%] [(46440..) - 32.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525874.9483
780,10000,971027770.1926,149818,30.8942,61693.2593,250158240.0000,246954773.4715,246954773.4715,[0.6297] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 25.0%] [(26830..46440] - 28.000000000000004%] [(46440..) - 31.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525908.3221
792,10000,980769914.5357,152894,5.6177,64330.7927,250158240.0000,249965271.4632,249965271.4632,[0.6221] ,[(0..10190] - 0.0%] [(10190..15200] - 16.0%] [(15200..26830] - 25.0%] [(26830..46440] - 28.000000000000004%] [(46440..) - 31.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527436.6399
804,10000,990623111.5043,155483,7.1049,66984.2661,250158240.0000,252425059.5527,252425059.5527,[0.6148] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 25.0%] [(26830..46440] - 28.000000000000004%] [(46440..) - 31.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527429.5724
816,10000,1000588136.6400,157977,10.2971,73365.3940,250158240.0000,247090421.0368,247090421.0368,[0.6074] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 24.0%] [(26830..46440] - 27.0%] [(46440..) - 30.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525776.4218
828,10000,1010623096.6502,160135,43.1769,64208.8659,250158240.0000,250020232.5452,250020232.5452,[0.6003] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 24.0%] [(26830..46440] - 27.0%] [(46440..) - 30.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524639.9403
840,10000,1020826717.9867,162274,8.8447,66979.3159,250158240.0000,253036806.4139,253036806.4139,[0.5932] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 24.0%] [(26830..46440] - 27.0%] [(46440..) - 30.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525883.6557
852,10000,1031035268.1173,164776,3.7608,65271.9310,250158240.0000,247427446.2350,247427446.2350,[0.5860] ,[(0..10190] - 0.0%] [(10190..15200] - 15.0%] [(15200..26830] - 23.0%] [(26830..46440] - 26.0%] [(46440..) - 28.999999999999996%] ,0,0.0000,0,525743155.0000,149526000.0000,149527336.7867
864,10000,1041415923.7027,167855,0.4743,81550.1973,250158240.0000,249877498.3446,249877498.3446,[0.5791] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 23.0%] [(26830..46440] - 26.0%] [(46440..) - 28.999999999999996%] ,0,0.0000,0,525743155.0000,149526000.0000,149527182.0543
876,10000,1051877139.9799,171624,3.1161,73080.0926,250158240.0000,252882596.5138,252882596.5138,[0.5723] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 23.0%] [(26830..46440] - 26.0%] [(46440..) - 28.999999999999996%] ,0,0.0000,0,525743155.0000,149526000.0000,149527326.6774
888,10000,1062445747.5962,173137,16.9396,73706.2410,250158240.0000,248026616.1600,248026616.1600,[0.5656] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 23.0%] [(26830..46440] - 25.0%] [(46440..) - 28.000000000000004%] ,0,0.0000,0,525743155.0000,149526000.0000,149525029.4099
900,10000,1073087738.0417,176038,4.2216,83253.1104,250158240.0000,249823283.8651,249823283.8651,[0.5589] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 22.0%] [(26830..46440] - 25.0%] [(46440..) - 28.000000000000004%] ,0,0.0000,0,525743155.0000,149526000.0000,149525102.5866
912,10000,1083860298.0817,179285,9.8064,83495.3991,250158240.0000,252750609.3857,252750609.3857,[0.5525] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 22.0%] [(26830..46440] - 25.0%] [(46440..) - 28.000000000000004%] ,0,0.0000,0,525743155.0000,149526000.0000,149526561.2001
924,10000,1094786895.7351,181851,7.5057,80562.4698,250158240.0000,249364630.7202,249364630.7202,[0.5460] ,[(0..10190] - 0.0%] [(10190..15200] - 14.000000000000002%] [(15200..26830] - 22.0%] [(26830..46440] - 25.0%] [(46440..) - 27.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525988.6973
936,10000,1105778493.0952,184159,14.5789,77806.7865,250158240.0000,249996967.9423,249996967.9423,[0.5396] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 22.0%] [(26830..46440] - 24.0%] [(46440..) - 27.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525070.3730
948,10000,1116885312.9115,187072,13.0826,76846.7846,250158240.0000,251842301.5728,251842301.5728,[0.5333] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 21.0%] [(26830..46440] - 24.0%] [(46440..) - 27.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526422.1879
960,10000,1128126580.3358,190895,1.6935,74953.0743,250158240.0000,248069370.5894,248069370.5894,[0.5272] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 21.0%] [(26830..46440] - 24.0%] [(46440..) - 26.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526999.5941
972,10000,1139439928.4568,193445,16.7442,91304.5899,250158240.0000,249211919.3745,249211919.3745,[0.5210] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 21.0%] [(26830..46440] - 23.0%] [(46440..) - 26.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526325.4937
984,10000,1150895917.4387,196632,6.3777,74516.3055,250158240.0000,252138491.2706,252138491.2706,[0.5149] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 21.0%] [(26830..46440] - 23.0%] [(46440..) - 26.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526076.9844
996,10000,1162427223.1704,200139,0.4334,97673.1389,250158240.0000,246903154.6922,246903154.6922,[0.5090] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 20.0%] [(26830..46440] - 23.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525470.8767
1008,10000,1174159313.9315,202999,2.4507,74393.5801,250158240.0000,249798880.2072,249798880.2072,[0.5030] ,[(0..10190] - 0.0%] [(10190..15200] - 13.0%] [(15200..26830] - 20.0%] [(26830..46440] - 23.0%] [(46440..) - 25.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527188.8578
