cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,-0.0167,-0.1669,-0.0302,7.6615,7.6916,40.1626,52.1759,14.9696,3.5104
12,0.0059,0.0923,1.5358,14.5581,13.0222,36.3584,49.0835,15.2654,3.6619
24,0.0068,0.1008,1.7117,16.1046,14.3929,35.8641,48.0313,15.9541,3.9183
36,0.0072,0.1048,1.7447,16.4799,14.7352,35.6071,47.9130,16.5729,4.1486
48,0.0079,0.1089,1.7650,16.5283,14.7633,35.7460,47.7257,17.0828,4.3902
60,0.0078,0.1076,1.7794,16.5542,14.7748,35.6286,47.8172,17.8430,4.6568
72,0.0075,0.1064,1.8030,16.8331,15.0301,35.5574,47.6094,18.5566,4.9297
84,0.0068,0.1047,1.8164,16.7869,14.9705,35.3974,47.8157,19.3652,5.1353
96,0.0071,0.1070,1.7781,16.6094,14.8313,34.9967,48.3939,20.2658,5.3119
108,0.0073,0.1032,1.7749,16.6115,14.8366,34.6512,48.7373,21.2804,5.5578
120,0.0071,0.1067,1.7492,16.2815,14.5322,34.3339,49.3846,22.2670,5.8631
132,0.0067,0.0992,1.6877,16.0377,14.3500,33.7544,50.2078,23.2516,6.0779
144,0.0074,0.1004,1.6932,15.9418,14.2486,33.2361,50.8221,24.3304,6.2870
156,0.0076,0.0992,1.6578,15.6380,13.9802,32.8894,51.4725,25.4031,6.5488
168,0.0063,0.0950,1.6538,15.4652,13.8114,32.3142,52.2206,26.3966,6.7532
180,0.0068,0.0975,1.6185,15.2298,13.6112,31.7871,52.9831,27.5176,6.9827
192,0.0068,0.0922,1.5900,15.0491,13.4590,31.4180,53.5329,28.7672,7.1934
204,0.0062,0.0944,1.5719,14.7608,13.1889,30.8562,54.3830,29.9020,7.4056
216,0.0064,0.0926,1.5392,14.5050,12.9658,30.2129,55.2821,31.2960,7.6537
228,0.0062,0.0870,1.4905,14.1310,12.6405,29.5853,56.2838,32.7396,7.8906
240,0.0057,0.0845,1.4493,13.8040,12.3547,29.0262,57.1697,34.1238,8.0791
252,0.0052,0.0819,1.3894,13.4412,12.0518,28.4989,58.0598,35.5491,8.2870
264,0.0058,0.0845,1.4219,13.4514,12.0296,27.7196,58.8290,36.9354,8.5411
276,0.0054,0.0811,1.4083,13.1995,11.7912,27.2700,59.5305,38.1653,8.7375
288,0.0058,0.0787,1.3468,12.8249,11.4781,26.7927,60.3824,39.4346,8.9301
300,0.0047,0.0782,1.3130,12.5942,11.2812,26.4539,60.9520,40.1634,9.1927
312,0.0050,0.0752,1.2995,12.3971,11.0977,26.0002,61.6026,41.3934,9.5133
324,0.0054,0.0760,1.2821,12.2062,10.9241,25.2135,62.5803,42.8588,9.6729
336,0.0044,0.0716,1.2481,11.8096,10.5615,24.6571,63.5333,44.2886,9.9558
348,0.0044,0.0698,1.1906,11.5375,10.3468,24.1620,64.3005,45.7499,10.2880
360,0.0045,0.0672,1.1549,11.2159,10.0610,23.4507,65.3334,47.2025,10.5122
372,0.0040,0.0646,1.1520,11.0387,9.8867,22.8206,66.1407,48.4724,10.8131
384,0.0040,0.0640,1.1138,10.6768,9.5630,22.3645,66.9587,49.7888,11.1191
396,0.0037,0.0616,1.0672,10.3209,9.2537,21.7518,67.9273,51.1895,11.3269
408,0.0043,0.0617,1.0499,10.1820,9.1322,21.2651,68.5528,52.1563,11.6459
420,0.0039,0.0593,1.0210,9.9754,8.9544,20.8345,69.1901,53.2893,11.9668
432,0.0035,0.0551,1.0195,9.7913,8.7718,20.3241,69.8846,54.6106,12.2241
444,0.0037,0.0549,0.9734,9.5762,8.6028,19.8232,70.6006,55.8679,12.3589
456,0.0034,0.0534,0.9430,9.1791,8.2361,19.4199,71.4010,57.2493,12.7797
468,0.0036,0.0525,0.9121,8.9398,8.0278,18.7246,72.3356,58.4884,13.0608
480,0.0033,0.0519,0.8942,8.7741,7.8800,18.3718,72.8540,59.6480,13.3170
492,0.0035,0.0498,0.8659,8.4841,7.6182,17.9309,73.5850,60.7845,13.6016
504,0.0034,0.0494,0.8503,8.3558,7.5055,17.6946,73.9496,61.6747,14.1041
516,0.0030,0.0478,0.8289,8.1951,7.3663,17.2674,74.5375,62.7828,14.7243
528,0.0032,0.0454,0.8130,8.1117,7.2987,17.0830,74.8053,63.4329,14.9835
540,0.0027,0.0441,0.7933,7.8849,7.0916,16.5898,75.5254,64.3862,15.3391
552,0.0030,0.0459,0.7934,7.9237,7.1303,16.4907,75.5856,64.8051,16.2396
564,0.0027,0.0431,0.7807,7.7312,6.9505,16.2492,76.0197,65.4939,16.4342
576,0.0028,0.0424,0.7503,7.5312,6.7808,15.7208,76.7481,66.3981,16.8174
588,0.0026,0.0394,0.7291,7.2872,6.5581,15.2923,77.4206,67.3310,17.1563
600,0.0029,0.0421,0.7411,7.2895,6.5484,15.3136,77.3969,67.6080,17.8652
612,0.0028,0.0399,0.7036,7.0223,6.3186,14.8328,78.1449,68.6092,18.1487
624,0.0029,0.0396,0.6995,6.9035,6.2039,14.4449,78.6516,69.5380,18.5357
636,0.0027,0.0370,0.6618,6.7463,6.0845,14.2101,79.0436,70.0551,19.2161
648,0.0023,0.0370,0.6604,6.6216,5.9613,13.9929,79.3855,70.6342,19.5802
660,0.0020,0.0343,0.6274,6.4264,5.7990,13.6133,79.9604,71.4425,19.9307
672,0.0019,0.0318,0.6113,6.2620,5.6506,13.2599,80.4782,72.2658,20.2964
684,0.0019,0.0345,0.6260,6.2734,5.6474,13.1463,80.5803,72.6248,20.6845
696,0.0023,0.0335,0.5955,6.0442,5.4487,12.8693,81.0864,73.4525,21.5005
708,0.0019,0.0296,0.5637,5.8581,5.2944,12.6961,81.4458,74.1192,21.7145
720,0.0019,0.0295,0.5580,5.8108,5.2528,12.4891,81.7001,74.4781,22.2374
732,0.0019,0.0313,0.5755,5.8222,5.2468,12.3717,81.8061,74.6603,22.3264
744,0.0019,0.0295,0.5358,5.6372,5.1014,12.2386,82.1241,75.0950,22.5284
756,0.0020,0.0301,0.5509,5.5316,4.9807,11.9117,82.5567,75.7015,23.0014
768,0.0019,0.0292,0.5394,5.5550,5.0156,11.9040,82.5409,75.8708,23.4260
780,0.0017,0.0271,0.5271,5.4374,4.9103,11.7406,82.8221,76.1775,23.7483
792,0.0018,0.0270,0.5028,5.3161,4.8133,11.4688,83.2151,76.7111,24.3949
804,0.0018,0.0282,0.5223,5.4584,4.9361,11.6337,82.9079,76.4765,24.1381
816,0.0014,0.0262,0.5088,5.2801,4.7714,11.2604,83.4595,77.1747,24.5516
828,0.0016,0.0268,0.5082,5.1954,4.6872,11.1069,83.6978,77.5616,24.9358
840,0.0017,0.0257,0.4803,5.0795,4.5992,10.8557,84.0648,78.0463,25.3379
852,0.0013,0.0250,0.4780,4.9303,4.4522,10.6746,84.3952,78.4681,25.9385
864,0.0014,0.0241,0.4558,4.8562,4.4004,10.5344,84.6094,78.7283,26.6183
876,0.0011,0.0226,0.4517,4.7201,4.2684,10.2435,85.0364,79.3487,26.8368
888,0.0014,0.0232,0.4430,4.6623,4.2193,10.1516,85.1861,79.5506,27.9494
900,0.0012,0.0218,0.4230,4.4491,4.0261,9.7847,85.7662,80.2811,28.1202
912,0.0014,0.0227,0.4346,4.6047,4.1702,10.0180,85.3773,79.8859,28.9710
924,0.0014,0.0216,0.4191,4.5652,4.1461,9.8792,85.5556,80.1461,29.1304
936,0.0012,0.0204,0.4076,4.4425,4.0348,9.8233,85.7342,80.3487,29.6236
948,0.0016,0.0237,0.4357,4.5320,4.0963,9.7690,85.6990,80.4587,30.4935
960,0.0012,0.0229,0.4332,4.5513,4.1181,9.8423,85.6064,80.2594,31.0909
972,0.0012,0.0204,0.3956,4.2722,3.8766,9.5107,86.2171,81.0875,31.4289
984,0.0012,0.0192,0.3907,4.2415,3.8508,9.3577,86.4008,81.2842,31.8312
996,0.0012,0.0192,0.3928,4.2449,3.8521,9.3998,86.3553,81.3358,32.7167
1008,0.0014,0.0215,0.4070,4.3341,3.9271,9.5600,86.1059,81.0095,33.8095
1020,0.0012,0.0194,0.3806,4.2243,3.8438,9.4225,86.3531,81.3648,34.4510
1032,0.0013,0.0197,0.3939,4.2060,3.8121,9.3609,86.4330,81.4843,34.9988
1044,0.0013,0.0209,0.4143,4.4649,4.0507,9.6258,85.9093,80.7905,35.5234
1056,0.0011,0.0191,0.3889,4.2778,3.8889,9.4053,86.3169,81.2831,35.9792
1068,0.0012,0.0191,0.3857,4.1769,3.7912,9.3014,86.5217,81.5608,35.9510
1080,0.0009,0.0171,0.3576,3.9874,3.6298,9.0036,87.0090,82.1694,35.8676
1092,0.0011,0.0192,0.3697,4.0224,3.6527,8.9168,87.0608,82.2541,36.6775
1104,0.0013,0.0202,0.3915,4.2706,3.8791,9.2805,86.4490,81.5335,37.0930
1116,0.0015,0.0218,0.4039,4.3097,3.9058,9.2648,86.4256,81.5483,37.8702
1128,0.0010,0.0185,0.3738,4.1098,3.7359,9.0660,86.8243,81.9761,38.1161
1140,0.0010,0.0181,0.3773,4.0579,3.6806,8.9288,87.0133,82.2022,38.8969
1152,0.0009,0.0169,0.3488,3.8924,3.5436,8.7798,87.3277,82.5328,39.5319
1164,0.0011,0.0178,0.3536,3.8635,3.5099,8.6403,87.4961,82.7953,39.8642
1176,0.0012,0.0193,0.3800,4.1554,3.7754,8.9709,86.8738,82.1369,40.1284
1188,0.0010,0.0174,0.3610,3.9591,3.5980,8.7632,87.2777,82.5253,40.6040
1200,0.0011,0.0181,0.3613,3.9946,3.6334,8.7790,87.2264,82.5336,41.5130
