cycle,income_gini
0,NaN
12,0.3451
24,0.3052
36,0.306
48,0.303
60,0.3064
72,0.3059
84,0.3028
96,0.3043
108,0.3033
120,0.3028
132,0.3021
144,0.3028
156,0.2985
168,0.2981
180,0.2993
192,0.2999
204,0.299
216,0.2968
228,0.2975
240,0.2943
252,0.2946
264,0.2937
276,0.2965
288,0.2934
300,0.2926
312,0.2932
324,0.2939
336,0.2949
348,0.2953
360,0.2913
372,0.2928
384,0.2948
396,0.2916
408,0.2924
420,0.2916
432,0.29
444,0.2934
456,0.2924
468,0.2898
480,0.2933
492,0.2907
504,0.2897
516,0.2891
528,0.2889
540,0.2892
552,0.2878
564,0.2934
576,0.2867
588,0.2876
600,0.2895
612,0.2885
624,0.2887
636,0.2865
648,0.2887
660,0.2853
672,0.2891
684,0.2886
696,0.2899
708,0.2884
720,0.2869
732,0.2896
744,0.2895
756,0.2866
768,0.2877
780,0.2896
792,0.2865
804,0.2894
816,0.2853
828,0.2863
840,0.2878
852,0.2883
864,0.2875
876,0.2921
888,0.2885
900,0.2917
912,0.2902
924,0.2893
936,0.2901
948,0.2906
960,0.2925
972,0.29
984,0.2895
996,0.2906
1008,0.2926
1020,0.2953
1032,0.2946
1044,0.2915
1056,0.2926
1068,0.2913
1080,0.2943
1092,0.2941
1104,0.2946
1116,0.2954
1128,0.293
1140,0.2936
1152,0.2935
1164,0.2977
1176,0.2967
1188,0.2973
1200,0.2986
