cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,-0.0167,-0.1669,-0.0302,7.6615,7.6916,40.1626,52.1759,14.9696,3.5104
12,0.0123,0.1739,2.7378,23.6015,20.8636,43.4911,32.9074,8.5184,1.9551
24,0.0143,0.2087,3.3316,28.0673,24.7357,47.0355,24.8972,5.0260,1.0802
36,0.0178,0.2294,3.5311,29.7865,26.2555,48.3729,21.8406,3.5025,0.5926
48,0.0167,0.2342,3.5564,30.2577,26.7013,48.7263,21.0160,2.9365,0.3840
60,0.0175,0.2372,3.5999,30.4633,26.8634,48.7893,20.7473,2.7983,0.3267
72,0.0158,0.2154,3.5614,30.3966,26.8352,48.9376,20.6658,2.7600,0.3283
84,0.0162,0.2326,3.5659,30.3994,26.8335,48.9535,20.6471,2.7621,0.3268
96,0.0158,0.2324,3.5803,30.2824,26.7022,49.0552,20.6623,2.8182,0.3457
108,0.0138,0.2177,3.5306,30.2145,26.6839,48.9032,20.8823,2.8423,0.3417
120,0.0152,0.2226,3.5259,30.2421,26.7162,48.8130,20.9449,2.8567,0.3581
132,0.0160,0.2222,3.5118,29.9033,26.3916,48.9484,21.1482,2.9033,0.3491
144,0.0145,0.2122,3.4737,29.9276,26.4540,48.9179,21.1544,2.8788,0.3400
156,0.0155,0.2164,3.4518,29.8588,26.4071,48.9688,21.1723,2.9001,0.3532
168,0.0151,0.2115,3.4313,29.9031,26.4718,49.1185,20.9784,2.8515,0.3492
180,0.0149,0.2159,3.4078,29.7718,26.3640,48.9961,21.2320,2.9163,0.3558
192,0.0160,0.2132,3.3753,29.4583,26.0830,49.3222,21.2194,2.8695,0.3446
204,0.0150,0.2087,3.3221,29.4138,26.0917,49.2099,21.3763,2.8827,0.3543
216,0.0149,0.2167,3.4178,29.4561,26.0384,49.1980,21.3459,2.9346,0.3471
228,0.0155,0.2127,3.3532,29.2127,25.8596,49.1831,21.6042,2.9287,0.3542
240,0.0143,0.2039,3.3244,29.0994,25.7750,49.3413,21.5593,2.9312,0.3574
252,0.0155,0.2068,3.2873,29.0811,25.7938,49.3444,21.5745,2.8923,0.3524
264,0.0137,0.2037,3.2845,29.0234,25.7389,49.3959,21.5807,2.9511,0.3618
276,0.0153,0.2074,3.2685,28.7693,25.5008,49.2807,21.9500,3.0558,0.3753
288,0.0139,0.1967,3.2521,28.6841,25.4320,49.1571,22.1588,3.1224,0.3792
