time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt,total_gi,total_demurrage
156,10000,509820035.6981,90508,352.4411,82588.4487,261310140.0000,259582992.5602,259582992.5602,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149518970.6097
168,10000,509836891.1023,90001,514.3775,86299.0268,261310140.0000,259582920.9849,259582920.9849,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149520330.1857
180,10000,509810481.4704,90616,267.8502,81313.2278,261310140.0000,259585417.2878,259585417.2878,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149521637.1970
192,10000,509826978.3062,90286,332.5040,83033.3451,261310140.0000,259587331.3231,259587331.3231,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522654.8142
204,10000,509853550.0073,90388,69.3189,81549.0642,261310140.0000,259589314.9714,259589314.9714,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523457.5765
216,10000,509840296.0900,90323,314.0749,80641.8382,261310140.0000,259591680.0710,259591680.0710,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524121.6363
228,10000,509834011.2480,90627,63.7128,85301.7425,261310140.0000,259590757.3501,259590757.3501,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524467.0581
240,10000,509841002.5565,90700,410.9749,103601.8240,261310140.0000,259592364.7299,259592364.7299,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524844.1137
252,10000,509912110.1559,90854,509.3249,75757.6202,261310140.0000,259591941.1834,259591941.1834,[0.9989] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525052.9549
264,10000,509867671.9384,90987,309.1621,80920.4853,261310140.0000,259592358.1456,259592358.1456,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525271.2669
276,10000,509858569.5339,90815,498.3344,79244.4319,261310140.0000,259592678.9978,259592678.9978,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525439.2442
288,10000,509861759.3081,90956,412.1422,81702.8161,261310140.0000,259592925.8812,259592925.8812,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525586.9529
300,10000,509889664.2972,91442,426.5575,82085.6276,261310140.0000,259594150.5516,259594150.5516,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525729.6481
312,10000,509826841.0395,90461,5.8933,80075.8819,261310140.0000,259593226.7718,259593226.7718,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525726.0434
324,10000,509856881.9925,90580,364.5082,85898.7056,261310140.0000,259593347.3860,259593347.3860,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525789.1958
336,10000,509892809.1939,89975,395.3564,76522.4287,261310140.0000,259593440.2048,259593440.2048,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525924.4210
348,10000,509828304.0101,89967,158.0085,82259.2836,261310140.0000,259596171.6997,259596171.6997,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526060.6472
360,10000,509837390.9417,90419,155.7255,92501.1154,261310140.0000,259593446.7799,259593446.7799,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525841.2379
372,10000,509811057.9621,90183,301.7821,84427.0208,261310140.0000,259593516.6792,259593516.6792,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525877.8220
384,10000,509850182.5371,90302,354.0045,77018.8361,261310140.0000,259593570.4688,259593570.4688,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525906.0046
396,10000,509820481.4014,90603,17.5900,87617.1533,261310140.0000,259593611.8633,259593611.8633,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525927.6793
408,10000,509842662.2633,89997,153.7223,95680.0525,261310140.0000,259593632.0043,259593632.0043,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526004.5412
420,10000,509829878.6732,90512,42.3514,76940.2892,261310140.0000,259594998.1719,259594998.1719,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526112.1196
432,10000,509845319.5511,90600,383.2377,81261.6407,261310140.0000,259594695.9959,259594695.9959,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525988.1100
444,10000,509809476.6679,90606,400.4581,84478.5469,261310140.0000,259593597.5624,259593597.5624,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525920.1951
456,10000,509826239.6620,90367,39.3174,81241.3672,261310140.0000,259593632.7080,259593632.7080,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525977.4858
468,10000,509830962.0259,90156,353.8863,84354.2770,261310140.0000,259596251.5659,259596251.5659,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526138.6302
480,10000,509834718.1936,90605,529.7599,84234.2422,261310140.0000,259593579.5611,259593579.5611,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525915.3613
492,10000,509852669.4631,89560,198.6150,87108.6883,261310140.0000,259593618.8470,259593618.8470,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525931.3343
504,10000,509867691.1046,90124,330.4885,79893.4939,261310140.0000,259593647.7121,259593647.7121,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525969.6251
516,10000,509839104.7856,90357,190.2924,79668.3615,261310140.0000,259595044.5593,259595044.5593,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526046.5411
528,10000,509824276.6619,90060,93.8416,84409.9149,261310140.0000,259593641.9638,259593641.9638,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525943.4282
540,10000,509830168.6469,90180,404.0021,75298.1283,261310140.0000,259593662.1711,259593662.1711,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525964.6764
552,10000,509856451.1926,89864,274.8856,81435.8266,261310140.0000,259593682.4118,259593682.4118,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525964.6073
564,10000,509839999.6403,90280,248.7926,88056.5454,261310140.0000,259594090.6515,259594090.6515,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526077.4295
576,10000,509829027.7799,89703,177.2279,79032.8369,261310140.0000,259595515.2029,259595515.2029,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526083.9286
588,10000,509880529.6044,90151,379.3185,82175.2198,261310140.0000,259593626.9590,259593626.9590,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526014.9365
600,10000,509825943.8494,90346,279.0861,93118.3970,261310140.0000,259596948.4917,259596948.4917,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526212.0977
612,10000,509840346.3571,90002,170.4170,79519.8071,261310140.0000,259593589.4126,259593589.4126,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525907.2890
624,10000,509819080.2707,90922,261.3272,83535.2373,261310140.0000,259593565.6911,259593565.6911,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525908.3229
636,10000,509826519.3401,90634,127.6212,88136.3883,261310140.0000,259593608.1835,259593608.1835,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525925.7641
648,10000,509844615.8769,90816,11.9757,89517.0358,261310140.0000,259593640.8675,259593640.8675,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525942.8563
660,10000,509885627.1154,90314,575.6910,87681.5039,261310140.0000,259593666.0272,259593666.0272,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525956.0186
672,10000,509827236.1199,90210,177.8920,80077.7448,261310140.0000,259593685.3930,259593685.3930,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525966.1556
684,10000,509866777.5044,90527,135.1969,102921.0272,261310140.0000,259593693.6310,259593693.6310,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525985.5893
696,10000,509818379.2447,90721,371.2871,76926.0937,261310140.0000,259593706.6357,259593706.6357,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525977.3017
708,10000,509841741.6576,90538,494.9022,83301.2992,261310140.0000,259593716.6254,259593716.6254,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525982.5212
720,10000,509832120.1214,90473,227.9436,80097.6869,261310140.0000,259593724.3277,259593724.3277,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525986.5531
732,10000,509822996.2060,90575,289.5368,77568.1074,261310140.0000,259593730.2444,259593730.2444,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525990.7440
744,10000,509844516.4236,90395,83.2588,94128.9779,261310140.0000,259593722.3252,259593722.3252,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526012.7437
756,10000,509842800.0564,90583,411.7652,87537.7757,261310140.0000,259593728.7077,259593728.7077,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525988.8386
768,10000,509824059.8417,90163,195.4629,84406.7696,261310140.0000,259593733.6257,259593733.6257,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525991.4274
780,10000,509828932.8620,90424,183.6997,85066.3990,261310140.0000,259594273.3464,259594273.3464,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526035.7081
792,10000,509868783.6195,90736,105.9627,74844.9807,261310140.0000,259593721.6806,259593721.6806,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525985.1521
804,10000,509833663.7333,89605,434.7536,80607.8393,261310140.0000,259593715.1661,259593715.1661,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526011.3917
816,10000,509818000.6808,89616,106.5477,86060.0408,261310140.0000,259593723.2020,259593723.2020,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525985.9654
828,10000,509837221.1848,89631,5.5915,83115.3846,261310140.0000,259594952.4913,259594952.4913,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526079.6652
840,10000,509819401.0773,90561,66.6293,82272.1642,261310140.0000,259593694.3018,259593694.3018,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525970.8372
852,10000,509833174.8524,90866,106.9665,82544.5813,261310140.0000,259593707.1447,259593707.1447,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525977.5605
864,10000,509856889.9538,90613,23.8781,86839.0097,261310140.0000,259593717.0272,259593717.0272,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526254.5327
876,10000,509819948.8321,90451,441.7669,79822.3083,261310140.0000,259597699.7004,259597699.7004,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526300.9775
888,10000,509901396.3601,90745,97.1961,85511.1874,261310140.0000,259593472.4400,259593472.4400,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525854.6913
900,10000,509832413.4586,90312,509.1818,85967.8483,261310140.0000,259593536.4175,259593536.4175,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525888.1718
912,10000,509869365.8308,90266,349.3028,87085.1687,261310140.0000,259593573.7429,259593573.7429,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525934.7691
924,10000,509852592.0554,90724,491.9301,78105.5937,261310140.0000,259593614.3712,259593614.3712,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525929.0041
936,10000,509848004.8508,90391,205.6482,82234.6676,261310140.0000,259593645.6338,259593645.6338,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525945.3512
948,10000,509858530.7242,90246,211.7580,81297.1534,261310140.0000,259593667.1621,259593667.1621,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525962.3542
960,10000,509887074.0602,90723,151.8623,81411.7409,261310140.0000,259594292.2975,259594292.2975,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526011.6443
972,10000,509843000.5695,90548,374.2843,80716.4514,261310140.0000,259593670.8051,259593670.8051,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525986.3694
984,10000,509829941.3505,90384,349.7836,82819.2390,261310140.0000,259595165.4349,259595165.4349,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526068.0646
996,10000,509812344.5703,90324,300.8942,94146.1864,261310140.0000,259593650.0529,259593650.0529,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525963.8386
1008,10000,509845511.8497,90578,63.3580,78085.9618,261310140.0000,259593840.1041,259593840.1041,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525995.8028
1020,10000,509892028.8296,90939,132.4673,93642.7609,261310140.0000,259593674.9438,259593674.9438,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525960.6797
1032,10000,509837827.4192,90925,424.3441,82337.4442,261310140.0000,259593692.2577,259593692.2577,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525969.7687
1044,10000,509826773.9428,90282,231.1248,82633.2742,261310140.0000,259593705.5664,259593705.5664,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525976.7308
1056,10000,509848680.0763,90721,323.9744,79604.4296,261310140.0000,259593715.8084,259593715.8084,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526016.4952
1068,10000,509832138.6940,90065,229.9458,77029.0978,261310140.0000,259595649.2445,259595649.2445,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526130.7001
1080,10000,509815867.2305,90374,490.1376,84323.3318,261310140.0000,259593651.0081,259593651.0081,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525948.1808
1092,10000,509846677.7959,90006,10.8499,80849.6947,261310140.0000,259593673.0710,259593673.0710,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525961.4092
1104,10000,509828617.3992,91266,112.9639,78634.6196,261310140.0000,259593682.4229,259593682.4229,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526017.8452
1116,10000,509819499.8213,90341,234.8304,83473.1606,261310140.0000,259594099.6299,259594099.6299,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526014.5827
1128,10000,509845082.4630,90162,101.2209,85067.0783,261310140.0000,259594341.7524,259594341.7524,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526008.8555
1140,10000,509847534.3253,89707,11.4229,89147.7349,261310140.0000,259593672.6330,259593672.6330,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525959.4874
1152,10000,509838229.6950,91446,108.5561,86266.3838,261310140.0000,259594332.0918,259594332.0918,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526015.2121
1164,10000,509835134.7799,90911,451.2011,88826.5091,261310140.0000,259593683.7696,259593683.7696,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525965.3190
1176,10000,509840071.2677,91025,80.5570,78290.4433,261310140.0000,259593699.0429,259593699.0429,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525973.3321
1188,10000,509829090.5901,90805,5.1761,93814.4248,261310140.0000,259593710.7821,259593710.7821,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526054.0992
1200,10000,509836463.3874,90520,373.8165,81410.3367,261310140.0000,259596182.0534,259596182.0534,[0.9988] ,[(0..) - 45.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526148.3799
