cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.0041,0.1085,2.5000,25.9632,23.4632,49.1907,24.8461,4.1340,0.6190
24,0.0004,0.0908,2.6387,28.6053,25.9666,49.6261,21.7686,3.1612,0.4076
36,0.0000,0.0699,2.5178,28.3820,25.8642,49.8066,21.8114,3.0317,0.3733
48,0.0000,0.0833,2.5876,28.5195,25.9320,50.2506,21.2298,2.8861,0.3494
60,0.0000,0.0750,2.5444,28.3894,25.8450,50.0994,21.5113,2.9557,0.3517
72,0.0000,0.0763,2.4899,28.2907,25.8008,50.2922,21.4171,2.9526,0.3590
84,0.0000,0.0828,2.5698,28.2508,25.6810,50.2474,21.5018,2.9044,0.3598
96,0.0000,0.0758,2.5648,28.4420,25.8771,50.1004,21.4576,2.9725,0.3760
108,0.0004,0.0862,2.5856,28.5753,25.9898,50.0468,21.3778,2.9368,0.3595
120,0.0000,0.0842,2.6308,28.7447,26.1139,49.8927,21.3626,2.9142,0.3543
132,0.0000,0.0926,2.6188,28.7524,26.1337,50.0008,21.2468,2.8632,0.3422
144,0.0005,0.0901,2.6467,28.7322,26.0855,49.9832,21.2846,2.8775,0.3476
156,0.0008,0.0948,2.6462,28.6005,25.9543,50.2625,21.1370,2.8787,0.3525
168,0.0000,0.0839,2.6576,28.6816,26.0240,49.9563,21.3621,2.8742,0.3427
180,0.0000,0.0909,2.6435,28.6693,26.0258,49.8477,21.4830,2.9890,0.3849
192,0.0012,0.0916,2.6802,28.8326,26.1525,49.8940,21.2734,2.8758,0.3440
204,0.0008,0.0910,2.6503,28.7890,26.1387,50.0312,21.1798,2.8704,0.3517
216,0.0000,0.0985,2.6481,28.7520,26.1039,49.7956,21.4524,2.9897,0.3666
228,0.0010,0.1095,2.7029,28.7475,26.0446,49.8589,21.3937,2.9110,0.3476
240,0.0027,0.1036,2.7367,29.0368,26.3000,49.7993,21.1639,2.9239,0.3729
252,0.0021,0.1101,2.7591,28.8937,26.1346,49.8814,21.2249,2.8650,0.3472
264,0.0004,0.0969,2.7414,28.9304,26.1890,49.9625,21.1071,2.8634,0.3517
276,0.0014,0.0967,2.6832,28.8727,26.1895,50.0268,21.1005,2.9182,0.3575
288,0.0017,0.1055,2.7953,29.2305,26.4351,49.7246,21.0449,2.9120,0.3666
300,0.0016,0.1078,2.7453,28.9452,26.1999,49.9763,21.0785,2.8853,0.3515
312,0.0037,0.1147,2.8053,29.0720,26.2667,49.9839,20.9441,2.7887,0.3412
324,0.0033,0.1179,2.8775,29.1284,26.2509,49.8426,21.0290,2.8045,0.3420
336,0.0030,0.1129,2.8613,29.2279,26.3666,49.8244,20.9477,2.8547,0.3542
348,0.0025,0.1160,2.8395,29.2168,26.3774,49.6654,21.1178,2.8684,0.3387
360,0.0035,0.1122,2.8575,29.1520,26.2945,49.7915,21.0565,2.8869,0.3572
372,0.0032,0.1217,2.8462,29.1339,26.2877,49.9640,20.9021,2.8703,0.3538
384,0.0025,0.1181,2.8856,29.2456,26.3600,49.8162,20.9382,2.8416,0.3422
396,0.0022,0.1082,2.8270,29.1495,26.3225,49.9419,20.9087,2.8334,0.3456
408,0.0052,0.1299,2.9247,29.2921,26.3674,49.8564,20.8515,2.8483,0.3529
420,0.0032,0.1230,2.9845,29.4518,26.4673,49.6380,20.9102,2.7807,0.3315
432,0.0055,0.1304,2.8899,29.4241,26.5342,49.8692,20.7067,2.7936,0.3324
444,0.0038,0.1212,2.8926,29.1999,26.3073,49.7164,21.0838,2.8999,0.3506
456,0.0057,0.1325,2.9161,29.3774,26.4613,49.8378,20.7848,2.8273,0.3488
468,0.0060,0.1340,2.9342,29.4003,26.4661,49.6385,20.9613,2.8371,0.3431
480,0.0068,0.1378,2.9361,29.4609,26.5249,49.5422,20.9969,2.8811,0.3532
492,0.0056,0.1390,3.0002,29.5819,26.5817,49.6417,20.7764,2.8437,0.3506
504,0.0055,0.1432,2.9982,29.4451,26.4469,49.6166,20.9383,2.8061,0.3249
516,0.0064,0.1406,2.9779,29.3790,26.4011,49.4891,21.1319,2.8697,0.3525
528,0.0053,0.1349,2.9416,29.5597,26.6181,49.5996,20.8408,2.8302,0.3424
540,0.0068,0.1357,2.9627,29.3791,26.4164,49.7565,20.8644,2.7626,0.3457
552,0.0066,0.1475,2.9543,29.1861,26.2318,49.9030,20.9109,2.8886,0.3590
564,0.0071,0.1394,2.9601,29.2805,26.3204,49.7865,20.9330,2.8064,0.3521
576,0.0069,0.1482,3.0154,29.5907,26.5753,49.4116,20.9977,2.8356,0.3412
588,0.0063,0.1471,2.9882,29.4343,26.4461,49.7408,20.8249,2.7949,0.3318
600,0.0059,0.1373,2.9401,29.2899,26.3498,49.7386,20.9715,2.8166,0.3507
612,0.0050,0.1317,2.9583,29.3617,26.4034,49.7722,20.8662,2.8286,0.3592
624,0.0095,0.1523,3.0271,29.4362,26.4091,49.7239,20.8399,2.8082,0.3430
636,0.0090,0.1503,3.0366,29.3631,26.3265,49.7849,20.8520,2.8611,0.3471
648,0.0080,0.1560,3.1215,29.6187,26.4972,49.4333,20.9480,2.8619,0.3544
660,0.0082,0.1611,3.0749,29.6771,26.6022,49.5352,20.7877,2.7932,0.3416
672,0.0082,0.1559,3.0588,29.5542,26.4955,49.8580,20.5878,2.7338,0.3271
684,0.0087,0.1546,3.0447,29.4968,26.4521,49.3762,21.1270,2.8631,0.3494
696,0.0075,0.1544,3.0358,29.4075,26.3718,49.6212,20.9713,2.8529,0.3363
708,0.0084,0.1535,3.0260,29.5336,26.5076,49.6789,20.7875,2.7855,0.3388
720,0.0078,0.1545,3.0527,29.5648,26.5122,49.5993,20.8359,2.7622,0.3110
732,0.0091,0.1552,3.0280,29.3658,26.3378,49.6438,20.9904,2.8313,0.3365
744,0.0083,0.1605,3.1278,29.6159,26.4881,49.5246,20.8595,2.8451,0.3488
756,0.0086,0.1584,3.1111,29.7045,26.5934,49.5438,20.7516,2.8090,0.3448
768,0.0090,0.1580,3.0990,29.6778,26.5789,49.5485,20.7737,2.7983,0.3323
780,0.0101,0.1692,3.0638,29.3342,26.2704,49.6347,21.0311,2.9088,0.3655
792,0.0082,0.1630,3.0444,29.2331,26.1887,49.7064,21.0604,2.8521,0.3333
804,0.0105,0.1719,3.0959,29.4580,26.3621,49.7041,20.8378,2.7829,0.3346
816,0.0090,0.1663,3.1474,29.6010,26.4536,49.6498,20.7492,2.7545,0.3165
