cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,-0.0167,-0.1669,-0.0302,7.6615,7.6916,40.1626,52.1759,14.9696,3.5104
12,0.0127,0.1736,2.7434,23.6410,20.8976,43.5224,32.8366,8.5001,1.9835
24,0.0162,0.2151,3.3525,28.3379,24.9854,46.9403,24.7219,4.9951,1.0870
36,0.0172,0.2255,3.5349,29.9904,26.4555,48.2086,21.8010,3.4721,0.5892
48,0.0175,0.2286,3.5793,30.3768,26.7975,48.8751,20.7481,2.8179,0.3513
60,0.0171,0.2261,3.5431,30.2620,26.7189,49.0384,20.6996,2.7512,0.3264
72,0.0159,0.2299,3.5694,30.4229,26.8535,48.8461,20.7310,2.7942,0.3393
84,0.0156,0.2284,3.5739,30.2408,26.6668,49.0028,20.7564,2.7692,0.3438
96,0.0168,0.2290,3.5377,30.2489,26.7112,48.9549,20.7961,2.8035,0.3516
108,0.0167,0.2270,3.5400,30.1657,26.6257,49.0498,20.7844,2.8399,0.3574
120,0.0153,0.2213,3.4924,30.1653,26.6729,48.9113,20.9234,2.8808,0.3737
132,0.0149,0.2190,3.4958,29.9190,26.4232,49.1540,20.9270,2.8128,0.3327
144,0.0160,0.2190,3.4527,29.7835,26.3308,49.1701,21.0464,2.8488,0.3453
156,0.0171,0.2242,3.4258,29.6429,26.2171,49.2093,21.1478,2.8494,0.3427
168,0.0160,0.2135,3.3804,29.7353,26.3548,49.0587,21.2060,2.8756,0.3518
180,0.0157,0.2173,3.4185,29.5905,26.1720,49.0874,21.3221,2.9437,0.3623
192,0.0141,0.2108,3.3360,29.4963,26.1603,49.1216,21.3821,2.9086,0.3496
204,0.0157,0.2113,3.3414,29.2709,25.9295,49.1684,21.5607,2.9892,0.3591
216,0.0151,0.2100,3.3003,28.9485,25.6482,49.1161,21.9355,3.0737,0.3877
228,0.0140,0.2032,3.3001,28.9511,25.6510,49.1945,21.8544,3.0071,0.3740
240,0.0146,0.2070,3.2841,28.9367,25.6526,49.2410,21.8223,3.0269,0.3670
252,0.0142,0.2034,3.2628,28.8799,25.6171,49.2573,21.8628,3.0460,0.3796
264,0.0147,0.2041,3.2573,28.8421,25.5848,49.3704,21.7875,2.9993,0.3478
276,0.0136,0.1970,3.2203,28.6101,25.3898,49.4635,21.9265,2.9837,0.3638
288,0.0130,0.1934,3.1662,28.6470,25.4808,49.1885,22.1645,3.0429,0.3878
300,0.0132,0.1933,3.1694,28.5570,25.3876,49.3549,22.0881,3.0174,0.3677
312,0.0135,0.1934,3.1738,28.4698,25.2960,49.5158,22.0144,3.0335,0.3590
324,0.0120,0.1942,3.1303,28.1732,25.0428,49.5627,22.2641,3.0413,0.3681
336,0.0140,0.1935,3.1580,28.2866,25.1287,49.4023,22.3111,3.1214,0.3886
348,0.0136,0.1907,3.1028,28.0413,24.9385,49.5916,22.3671,3.1058,0.3728
360,0.0147,0.1933,3.0400,27.9263,24.8863,49.5263,22.5474,3.1664,0.4010
372,0.0134,0.1860,3.0523,27.9323,24.8800,49.6848,22.3829,3.1472,0.3687
384,0.0147,0.1949,3.0478,27.8472,24.7994,49.7702,22.3826,3.1342,0.3882
396,0.0130,0.1877,3.0501,27.8791,24.8290,49.6909,22.4300,3.1004,0.3880
408,0.0121,0.1809,3.0184,27.6500,24.6316,49.5442,22.8058,3.1802,0.3907
420,0.0139,0.1846,2.9822,27.5904,24.6082,49.6715,22.7381,3.1004,0.3827
432,0.0111,0.1714,2.9409,27.3876,24.4467,49.9407,22.6717,3.1328,0.3805
444,0.0135,0.1761,2.9374,27.1591,24.2218,49.7652,23.0757,3.2546,0.4032
456,0.0119,0.1685,2.9080,27.1256,24.2176,49.7575,23.1169,3.2531,0.4272
