cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,-0.0167,-0.1669,-0.0302,7.6615,7.6916,40.1626,52.1759,14.9696,3.5104
12,0.0037,0.0678,1.3644,14.0366,12.6722,36.3559,49.6076,11.0226,1.9348
24,-0.0222,-0.0357,1.1155,14.4290,13.3136,38.5387,47.0323,10.0728,1.5951
36,-0.0183,-0.0207,1.1258,14.3403,13.2146,39.0649,46.5947,9.4582,1.4949
48,-0.0257,-0.0216,1.1609,14.5524,13.3914,39.2943,46.1533,9.0450,1.2678
60,-0.0191,-0.0171,1.1012,14.4496,13.3484,39.3061,46.2443,8.8910,1.2199
72,-0.0237,-0.0292,1.1477,14.4626,13.3149,39.3836,46.1538,8.7707,1.1172
84,-0.0246,-0.0302,1.1042,14.5476,13.4434,39.7186,45.7338,8.6392,1.1003
96,-0.0216,-0.0193,1.1639,14.6208,13.4569,39.9711,45.4082,8.4626,1.0441
108,-0.0145,-0.0090,1.1372,14.6540,13.5169,39.7473,45.5987,8.3827,1.0672
120,-0.0253,-0.0216,1.1360,14.5070,13.3710,39.9094,45.5836,8.2943,1.0936
132,-0.0129,0.0035,1.1926,14.5859,13.3933,39.8432,45.5709,8.3201,1.0573
144,-0.0271,-0.0269,1.1269,14.5316,13.4047,39.7942,45.6742,8.1725,1.0112
156,-0.0129,-0.0063,1.1757,14.7986,13.6229,39.7022,45.4992,8.2100,0.9847
168,-0.0228,-0.0263,1.1313,14.5260,13.3948,39.9576,45.5164,8.2239,1.0060
180,-0.0237,-0.0262,1.1386,14.4859,13.3474,39.9511,45.5630,8.2693,1.0132
192,-0.0256,-0.0158,1.1842,14.8955,13.7113,39.6537,45.4508,8.2009,1.0005
204,-0.0200,-0.0075,1.2098,14.8104,13.6006,40.1578,45.0318,8.0964,1.0081
216,-0.0163,-0.0045,1.1525,14.7599,13.6074,39.8283,45.4118,8.2084,1.0611
