cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
420,0.0000,0.0894,3.2034,29.1609,25.9576,46.0031,24.8359,3.9994,0.5230
432,0.0017,0.1089,3.1413,29.0273,25.8860,46.0883,24.8844,4.0011,0.5274
444,0.0001,0.0955,3.0984,28.8757,25.7774,46.0703,25.0540,4.2002,0.5790
456,0.0000,0.0900,3.1022,29.1609,26.0587,46.1465,24.6926,3.9609,0.5249
468,0.0001,0.0979,3.1498,28.9922,25.8424,46.1445,24.8633,4.0022,0.5106
480,0.0002,0.0995,3.1338,29.1489,26.0151,45.8589,24.9922,3.9638,0.5119
492,0.0008,0.1156,3.2005,29.1894,25.9889,45.9663,24.8443,3.9709,0.5039
504,0.0008,0.1063,3.1773,29.1299,25.9526,45.9768,24.8933,4.0360,0.5166
516,0.0000,0.0898,3.1130,29.0388,25.9258,46.0685,24.8927,3.9712,0.5220
528,0.0007,0.1006,3.0869,29.0477,25.9608,46.1382,24.8141,4.0391,0.5537
540,0.0000,0.0993,3.1165,29.1196,26.0031,46.0684,24.8119,4.0578,0.5381
552,0.0002,0.0998,3.1909,29.3559,26.1650,45.9906,24.6536,3.9478,0.5090
564,0.0010,0.1072,3.1280,28.9331,25.8052,45.9987,25.0682,4.1538,0.5419
576,0.0012,0.1034,3.1924,29.1174,25.9251,46.0484,24.8342,3.9252,0.5226
588,0.0002,0.0938,3.2040,29.2523,26.0483,45.9230,24.8247,3.9672,0.5060
600,0.0004,0.1020,3.1233,29.0675,25.9442,46.0005,24.9320,4.0158,0.5480
612,0.0004,0.1029,3.1424,29.1081,25.9658,46.0542,24.8376,3.9167,0.4996
624,0.0000,0.0905,3.1110,29.1143,26.0033,46.1418,24.7438,3.9597,0.5017
636,0.0001,0.0979,3.1230,29.1245,26.0015,46.0777,24.7978,4.0639,0.5506
648,0.0006,0.0984,3.1661,29.1543,25.9882,46.1333,24.7123,3.9399,0.5180
660,0.0000,0.0903,3.1422,29.1819,26.0397,45.9397,24.8784,3.9869,0.5196
672,0.0000,0.0914,3.1224,29.2254,26.1029,46.1489,24.6257,3.8441,0.5021
684,0.0008,0.1038,3.1460,29.1137,25.9676,45.9139,24.9724,4.0889,0.5988
696,0.0004,0.0941,3.1204,29.1888,26.0685,46.2583,24.5528,4.0035,0.5410
708,0.0020,0.1039,3.1673,29.1797,26.0124,46.0574,24.7629,3.9922,0.5154
720,0.0025,0.1043,3.1050,29.0197,25.9147,46.1044,24.8760,3.9624,0.5184
732,0.0000,0.1022,3.2042,29.2730,26.0688,46.0673,24.6597,4.0688,0.5280
744,0.0026,0.1100,3.1928,29.2087,26.0159,46.1487,24.6425,3.9526,0.5283
756,0.0010,0.1082,3.1729,29.0849,25.9120,45.9460,24.9691,4.0555,0.5383
768,0.0005,0.0902,3.1617,29.1705,26.0088,46.1212,24.7083,3.9763,0.5490
780,0.0018,0.1122,3.1553,29.0051,25.8499,46.0451,24.9498,4.0672,0.5417
792,0.0000,0.0889,3.1051,29.2040,26.0989,45.9958,24.8001,4.1141,0.5507
804,0.0000,0.0955,3.1151,29.1284,26.0133,46.0269,24.8447,3.9765,0.5140
816,0.0018,0.0993,3.1225,29.1903,26.0678,45.8396,24.9700,4.0401,0.5121
828,0.0015,0.1075,3.1580,29.2479,26.0900,45.8212,24.9308,3.9867,0.5074
840,0.0004,0.0997,3.0812,28.9482,25.8669,46.1615,24.8904,3.9928,0.4893
852,0.0019,0.1117,3.2428,29.5026,26.2598,45.9003,24.5971,3.9577,0.4999
864,0.0015,0.0944,3.0957,29.0816,25.9859,46.3779,24.5405,3.9366,0.5142
876,0.0000,0.0885,3.0906,29.0889,25.9983,46.0378,24.8733,3.9634,0.5144
888,0.0038,0.1203,3.2959,29.3654,26.0695,45.7881,24.8465,4.0776,0.5605
900,0.0003,0.0929,3.1522,29.1709,26.0187,45.9493,24.8798,3.9937,0.5460
912,0.0024,0.1126,3.2115,29.2015,25.9899,45.9038,24.8948,4.0982,0.5620
924,0.0000,0.0978,3.2221,29.3015,26.0794,46.0322,24.6663,3.9813,0.5492
936,0.0002,0.0945,3.0999,29.1048,26.0049,46.0670,24.8282,4.0166,0.5153
948,0.0002,0.0997,3.1731,29.2932,26.1201,45.9436,24.7632,3.9537,0.4904
960,0.0004,0.0925,3.1397,28.9460,25.8063,46.1784,24.8756,3.9235,0.5104
972,0.0005,0.1032,3.1439,29.0306,25.8867,46.0798,24.8896,4.0055,0.5212
984,0.0023,0.1084,3.1378,28.9743,25.8365,46.1598,24.8659,4.0421,0.5366
996,0.0000,0.0959,3.0997,29.1545,26.0548,45.9380,24.9076,4.0762,0.5343
1008,0.0001,0.0969,3.1398,29.1300,25.9902,45.9599,24.9101,3.9737,0.5495
1020,0.0004,0.0942,3.1293,29.0097,25.8805,45.9421,25.0482,4.1078,0.5571
1032,0.0004,0.0934,3.1308,29.0921,25.9612,46.0479,24.8601,4.0401,0.5375
1044,0.0020,0.1099,3.2270,29.2155,25.9885,46.2108,24.5737,3.9145,0.5615
1056,0.0000,0.0967,3.2180,29.3526,26.1346,46.1860,24.4614,3.9019,0.5126
1068,0.0001,0.0954,3.1421,29.0994,25.9573,45.7579,25.1427,4.1798,0.5366
1080,0.0012,0.1107,3.2010,29.1185,25.9175,46.0828,24.7987,4.0353,0.5176
1092,0.0000,0.0935,3.2237,29.3790,26.1553,46.0494,24.5716,3.9491,0.5245
1104,0.0000,0.0955,3.1535,29.1750,26.0214,46.1983,24.6267,3.8992,0.4947
1116,0.0007,0.0935,3.1233,29.1536,26.0302,46.0346,24.8118,3.9813,0.5201
1128,0.0000,0.0912,3.0800,29.1414,26.0614,46.1232,24.7353,3.9989,0.5159
1140,0.0005,0.1045,3.2082,29.1692,25.9610,46.1443,24.6865,3.9841,0.5291
1152,0.0018,0.0967,3.1665,29.2288,26.0623,45.7956,24.9756,4.0592,0.5386
1164,0.0012,0.1129,3.2074,29.2089,26.0015,46.0419,24.7492,3.9506,0.5311
1176,0.0001,0.1040,3.2254,29.2404,26.0150,45.8747,24.8848,4.0417,0.5585
1188,0.0006,0.0972,3.1390,29.0547,25.9157,45.9963,24.9490,4.0913,0.5647
1200,0.0000,0.1053,3.1553,29.0820,25.9267,45.9958,24.9222,4.0621,0.5263
