time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt,total_gi_collector!,total_demurrage_collector!
120,10000,509846047.6359,96029,6.8824,101786.0477,250158240.0000,249053156.7525,249053156.7525,[1.3859] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149508418.5419
132,10000,509890080.1244,96486,0.5007,106052.5485,250158240.0000,249077410.0896,249077410.0896,[1.3857] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149513373.1325
144,10000,509862234.4467,95785,8.8106,94373.4693,250158240.0000,249080295.1034,249080295.1034,[1.3857] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149514467.7646
156,10000,509850284.3403,95904,1.3487,90715.4575,250158240.0000,249199207.4889,249199207.4889,[1.3851] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149521963.4542
168,10000,509858808.8250,96103,0.0543,92618.5426,250158240.0000,248979879.7972,248979879.7972,[1.3863] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149519353.5671
180,10000,509835777.0063,95684,1.2314,99523.5819,250158240.0000,249037554.0398,249037554.0398,[1.3860] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526155.3551
192,10000,509848482.8132,95093,5.7636,94659.6949,250158240.0000,249400319.1646,249400319.1646,[1.3840] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526448.1340
204,10000,509821345.3869,94727,3.7168,88385.5987,250158240.0000,248976758.7936,248976758.7936,[1.3863] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525115.9806
216,10000,509899637.6706,95226,16.0476,115542.3431,250158240.0000,248835696.7299,248835696.7299,[1.3871] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149519377.4693
228,10000,509835003.5039,95737,5.1400,88452.8800,250158240.0000,249100964.6997,249100964.6997,[1.3856] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149520451.4379
240,10000,509820464.1211,95615,2.6510,114607.8769,250158240.0000,249265458.9403,249265458.9403,[1.3847] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525383.8736
252,10000,509837534.6532,95340,6.5891,81797.6823,250158240.0000,249276727.4097,249276727.4097,[1.3846] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149529451.0812
264,10000,509853753.9628,94794,1.9835,100072.8410,250158240.0000,249256430.1782,249256430.1782,[1.3848] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149536975.6557
276,10000,509826170.8189,95902,6.1118,99032.4539,250158240.0000,249426618.8661,249426618.8661,[1.3838] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149542353.6595
288,10000,509834505.1252,95376,2.2881,89421.3385,250158240.0000,248952066.7877,248952066.7877,[1.3864] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526886.4247
300,10000,509830250.4677,96024,5.0753,94353.1218,250158240.0000,249065670.1221,249065670.1221,[1.3858] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149519570.0787
312,10000,509830374.2320,95507,3.6363,94622.8074,250158240.0000,249125298.6071,249125298.6071,[1.3855] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149516989.1983
324,10000,509843033.1297,95843,0.5405,95915.4718,250158240.0000,248962085.8344,248962085.8344,[1.3864] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149519314.6847
336,10000,509834886.2129,95940,1.5155,99718.9225,250158240.0000,248802811.2072,248802811.2072,[1.3873] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524414.5414
348,10000,509812309.4722,95709,3.2625,90386.2100,250158240.0000,249271804.1921,249271804.1921,[1.3847] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525963.8212
360,10000,509858893.0943,95617,4.6431,118389.1691,250158240.0000,249053605.3206,249053605.3206,[1.3859] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528494.0548
372,10000,509827188.5565,96019,0.4370,97256.6243,250158240.0000,249282014.3602,249282014.3602,[1.3846] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526197.0395
384,10000,509851884.1736,95319,6.5161,97344.6143,250158240.0000,248922397.7712,248922397.7712,[1.3866] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149532293.8943
396,10000,509856669.2604,94542,1.0780,88712.0762,250158240.0000,249105293.9109,249105293.9109,[1.3856] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149534840.3721
408,10000,509838989.5917,94326,1.5967,99125.1861,250158240.0000,249236585.7796,249236585.7796,[1.3849] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525084.1600
420,10000,509833925.4931,94475,7.0292,110398.8086,250158240.0000,249043034.1788,249043034.1788,[1.3859] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149520932.7798
432,10000,509861058.7191,94387,8.6299,104487.9699,250158240.0000,249221844.7738,249221844.7738,[1.3849] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522523.5405
444,10000,509828398.9310,95010,0.4539,94241.7328,250158240.0000,249457251.9094,249457251.9094,[1.3836] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149531511.8286
456,10000,509808243.3075,94948,2.9230,88550.2896,250158240.0000,249145613.7205,249145613.7205,[1.3854] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149533754.5453
468,10000,509837086.1766,95080,1.3350,92406.9896,250158240.0000,249213354.9779,249213354.9779,[1.3850] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149518688.0978
480,10000,509851994.5462,95441,0.1611,93428.9899,250158240.0000,249131085.6815,249131085.6815,[1.3854] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524656.8237
492,10000,509817101.1616,94987,4.8145,95754.2220,250158240.0000,249033415.6793,249033415.6793,[1.3860] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149518820.8106
504,10000,509807178.1319,94704,2.5381,98735.3793,250158240.0000,249076693.2517,249076693.2517,[1.3857] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149521699.3830
516,10000,509814134.5256,95266,0.4108,99817.8036,250158240.0000,249236019.7047,249236019.7047,[1.3849] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522138.6310
528,10000,509891819.5882,95055,13.8245,101718.5756,250158240.0000,249232157.8392,249232157.8392,[1.3849] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524384.0668
540,10000,509847056.1210,95390,3.1875,97530.7527,250158240.0000,249181865.0646,249181865.0646,[1.3852] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523792.5554
552,10000,509887221.9493,94782,0.7666,100373.3475,250158240.0000,248856339.4060,248856339.4060,[1.3870] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524232.8966
564,10000,509907986.0184,95691,1.3880,94378.2802,250158240.0000,249367950.0449,249367950.0449,[1.3841] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527279.0478
576,10000,509818151.8042,94897,3.1314,88396.2520,250158240.0000,249123240.1990,249123240.1990,[1.3855] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149535727.8229
588,10000,509835306.6110,94496,26.2533,96674.9592,250158240.0000,248954333.3114,248954333.3114,[1.3864] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149538136.1239
600,10000,509861062.8123,94585,6.2718,91748.2449,250158240.0000,249224198.1443,249224198.1443,[1.3849] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149518921.2097
612,10000,509846222.5399,95123,0.5270,97527.7099,250158240.0000,249200072.4232,249200072.4232,[1.3851] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526380.1434
624,10000,509811941.7066,95081,6.3618,98142.5021,250158240.0000,249132019.0581,249132019.0581,[1.3854] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525523.2614
636,10000,509841829.7082,95441,3.6537,92830.8033,250158240.0000,249119883.3451,249119883.3451,[1.3855] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527682.0397
648,10000,509811750.1828,95306,0.1674,96508.7076,250158240.0000,249064251.1598,249064251.1598,[1.3858] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149519880.9757
660,10000,509848907.7565,95778,0.4649,89479.7072,250158240.0000,249049218.1031,249049218.1031,[1.3859] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522007.3165
672,10000,509896388.3717,94963,9.3377,101802.0888,250158240.0000,249047321.0453,249047321.0453,[1.3859] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525320.4965
684,10000,509835810.0424,95466,0.2015,101963.9230,250158240.0000,249155502.6044,249155502.6044,[1.3853] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526619.2079
696,10000,509853213.7551,95369,2.5257,105966.8175,250158240.0000,249092534.8615,249092534.8615,[1.3857] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523686.8902
708,10000,509853517.4412,95772,2.8705,92545.2872,250158240.0000,249071874.8724,249071874.8724,[1.3858] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525936.3924
720,10000,509866048.9771,94696,1.9661,95512.2123,250158240.0000,249298231.3692,249298231.3692,[1.3845] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149538527.2713
732,10000,509824766.4933,95566,10.0889,96453.7561,250158240.0000,248928428.9384,248928428.9384,[1.3866] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526226.4626
744,10000,509833943.0839,95001,5.6159,92477.1337,250158240.0000,248972372.6786,248972372.6786,[1.3863] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522696.7836
756,10000,509857185.2348,95116,5.3632,110222.6416,250158240.0000,249172004.8377,249172004.8377,[1.3852] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524169.3335
768,10000,509816365.6551,95013,9.2057,105716.9528,250158240.0000,249048293.9643,249048293.9643,[1.3859] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522725.2192
780,10000,509838791.6268,95354,3.0657,102860.3366,250158240.0000,249235153.0941,249235153.0941,[1.3849] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527422.0163
792,10000,509868807.0583,95539,3.2569,107542.1068,250158240.0000,249111471.9700,249111471.9700,[1.3856] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526993.8955
804,10000,509840736.2194,95732,4.6838,106476.1154,250158240.0000,249175825.6687,249175825.6687,[1.3852] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527743.9318
816,10000,509831551.5604,94785,1.6515,93477.5260,250158240.0000,249106511.0283,249106511.0283,[1.3856] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525878.5185
828,10000,509835744.6019,94699,0.2745,95512.0595,250158240.0000,249007474.6746,249007474.6746,[1.3861] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525954.3291
840,10000,509876217.5333,95858,8.8989,102967.8832,250158240.0000,249392301.8614,249392301.8614,[1.3840] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149517271.2432
852,10000,509822172.5179,95579,5.0499,86834.2662,250158240.0000,249594151.0884,249594151.0884,[1.3877] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149521645.1910
864,10000,509822700.5173,95493,0.3127,95696.3232,250158240.0000,249174753.3597,249174753.3597,[1.3852] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526898.9043
876,10000,509825266.9415,95765,5.8789,93566.8944,250158240.0000,249219102.8660,249219102.8660,[1.3850] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523374.5425
888,10000,509847490.2630,95515,7.6219,94904.8274,250158240.0000,249610876.6274,249610876.6274,[1.3876] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527337.0302
900,10000,509815570.3594,94696,3.4593,93890.6773,250158240.0000,249126156.2055,249126156.2055,[1.3855] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522293.8468
912,10000,509871090.5921,95069,4.9301,103579.2300,250158240.0000,248980498.0255,248980498.0255,[1.3863] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149521873.4491
924,10000,509847176.9687,95159,0.3058,93665.6406,250158240.0000,248874149.4986,248874149.4986,[1.3869] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528255.2460
936,10000,509816057.9429,94944,0.6227,92062.5876,250158240.0000,249222956.9592,249222956.9592,[1.3849] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149529940.9343
948,10000,509857523.5761,94758,8.7543,93264.5370,250158240.0000,248923871.5057,248923871.5057,[1.3866] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149530392.5963
960,10000,509846842.4081,94845,0.0510,104749.1739,250158240.0000,249292196.2833,249292196.2833,[1.3846] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526080.7048
972,10000,509850621.0965,94749,6.6703,89047.8411,250158240.0000,249240255.2250,249240255.2250,[1.3848] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149529075.4897
984,10000,509825999.2604,94990,0.8894,85794.2177,250158240.0000,249254245.8238,249254245.8238,[1.3848] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149532789.5076
996,10000,509885088.3137,95060,6.2591,113357.1870,250158240.0000,249175990.9398,249175990.9398,[1.3852] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149535551.1641
1008,10000,509832031.0343,95121,7.0829,85606.7087,250158240.0000,249191560.1341,249191560.1341,[1.3851] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524344.1727
