time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt,total_gi_collector!,total_demurrage_collector!
1020,10000,509837868.1303,94770,8.8952,96120.8410,250158240.0000,249254611.9891,249254611.9891,[1.3848] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149518298.3168
1032,10000,509881246.9228,95019,0.0944,100446.7711,250158240.0000,249176275.1377,249176275.1377,[1.3852] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527004.8345
1044,10000,509829065.7051,96078,3.7421,94163.4891,250158240.0000,248963264.3406,248963264.3406,[1.3864] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149533112.5210
1056,10000,509824141.5330,95317,0.7133,101037.9380,250158240.0000,248843378.2211,248843378.2211,[1.3871] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528845.1134
1068,10000,509832465.1123,94877,2.8373,108647.8936,250158240.0000,249179701.0392,249179701.0392,[1.3852] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524945.3162
1080,10000,509877038.9335,94757,4.5063,97675.0732,250158240.0000,249072391.3098,249072391.3098,[1.3858] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523576.2992
1092,10000,509879220.7336,94972,0.6502,92765.5594,250158240.0000,248854487.7434,248854487.7434,[1.3870] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522997.0978
1104,10000,509858705.2434,95137,0.2505,93113.0663,250158240.0000,249062960.8440,249062960.8440,[1.3858] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149520956.4583
1116,10000,509817877.6994,95265,5.9053,98758.2568,250158240.0000,249136115.8780,249136115.8780,[1.3854] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523808.4346
1128,10000,509822441.0084,96036,5.9903,92461.2076,250158240.0000,249165227.9241,249165227.9241,[1.3853] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525017.3801
1140,10000,509858919.8067,95132,1.7288,104290.7204,250158240.0000,249012759.4422,249012759.4422,[1.3861] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528929.0833
1152,10000,509832040.0585,95782,6.8499,88202.4328,250158240.0000,249023006.5039,249023006.5039,[1.3861] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149532429.6821
1164,10000,509820446.7965,95138,7.6704,93832.5676,250158240.0000,248978897.0890,248978897.0890,[1.3863] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525295.8471
1176,10000,509816292.9740,95024,11.2750,97330.4164,250158240.0000,248919996.8989,248919996.8989,[1.3866] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526677.6085
1188,10000,509879059.5730,95202,2.5498,97179.8845,250158240.0000,249212979.2748,249212979.2748,[1.3850] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149520993.5366
1200,10000,509828918.4245,95537,3.2625,94462.2972,250158240.0000,249203290.7283,249203290.7283,[1.3851] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523181.8349
