cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,-0.0167,-0.1669,-0.0302,7.6615,7.6916,40.1626,52.1759,14.9696,3.5104
12,0.0098,0.1446,2.5156,23.1820,20.6664,43.6743,33.1437,8.3880,1.7104
24,-0.0232,0.0194,2.2890,25.2103,22.9213,47.5619,27.2278,6.2748,1.3092
36,-0.0097,0.0357,2.3595,26.1576,23.7981,48.5027,25.3396,5.1370,1.0444
48,-0.0190,0.0359,2.4094,26.5744,24.1650,49.2994,24.1262,4.3787,0.8559
60,-0.0098,0.0584,2.5110,27.1495,24.6384,49.6590,23.1916,3.8167,0.6928
72,-0.0133,0.0573,2.5230,27.2317,24.7087,49.7474,23.0208,3.4822,0.5607
84,-0.0126,0.0614,2.5315,27.5633,25.0318,49.9826,22.4542,3.1988,0.4693
96,-0.0164,0.0413,2.5483,27.5896,25.0413,50.0665,22.3439,3.0541,0.3997
108,-0.0133,0.0507,2.5272,27.6563,25.1291,50.0479,22.2958,3.1131,0.4151
120,-0.0058,0.0727,2.6506,27.8513,25.2007,49.9950,22.1538,3.0579,0.3721
132,-0.0140,0.0544,2.5910,27.5534,24.9624,49.9513,22.4953,3.1574,0.3811
144,-0.0079,0.0766,2.6626,27.8966,25.2340,49.9610,22.1424,3.0193,0.3528
156,-0.0156,0.0514,2.5900,27.7190,25.1290,50.2322,22.0488,3.0179,0.3645
168,-0.0101,0.0765,2.5749,27.5557,24.9808,49.9495,22.4948,3.0728,0.3613
180,-0.0135,0.0566,2.5678,27.7530,25.1851,50.1961,22.0509,3.0224,0.3732
192,-0.0084,0.0762,2.6378,27.7831,25.1452,50.1022,22.1148,3.0207,0.3626
204,-0.0121,0.0482,2.5613,27.8678,25.3065,49.9181,22.2140,3.0358,0.3777
216,-0.0107,0.0537,2.5442,27.7234,25.1792,50.2512,22.0254,3.0258,0.3664
228,-0.0160,0.0508,2.6037,27.5275,24.9238,50.2173,22.2552,3.0975,0.3719
240,-0.0122,0.0500,2.5377,27.7364,25.1987,50.1672,22.0964,3.0436,0.3670
252,-0.0113,0.0627,2.6119,27.6794,25.0675,50.2379,22.0827,3.0300,0.3614
264,-0.0117,0.0605,2.5596,27.6996,25.1400,50.2314,22.0690,3.0384,0.3817
276,-0.0094,0.0556,2.5773,27.5720,24.9947,50.0814,22.3466,3.0681,0.3701
288,-0.0110,0.0563,2.5765,27.4771,24.9007,50.1776,22.3453,3.0728,0.3697
300,-0.0188,0.0482,2.5249,27.3906,24.8657,50.2517,22.3577,3.0779,0.3750
312,-0.0142,0.0488,2.5402,27.6205,25.0804,50.1688,22.2107,3.0207,0.3685
324,-0.0139,0.0589,2.5528,27.5919,25.0390,50.2123,22.1958,3.0356,0.3539
336,-0.0126,0.0529,2.5479,27.5152,24.9673,50.2004,22.2843,3.0821,0.3699
348,-0.0092,0.0474,2.5083,27.5883,25.0799,50.1587,22.2530,3.0956,0.3706
360,-0.0129,0.0629,2.5636,27.6218,25.0582,50.0389,22.3393,3.0662,0.3709
372,-0.0158,0.0512,2.5182,27.5818,25.0636,50.2185,22.1997,3.0397,0.3762
384,-0.0077,0.0587,2.5470,27.4986,24.9516,50.2494,22.2520,3.0781,0.3729
396,-0.0197,0.0369,2.5165,27.5304,25.0139,50.3114,22.1582,3.0021,0.3694
408,-0.0127,0.0606,2.5550,27.6502,25.0951,50.0382,22.3116,3.0334,0.3628
420,-0.0133,0.0530,2.5598,27.5613,25.0015,50.2411,22.1977,3.0111,0.3695
432,-0.0129,0.0520,2.5335,27.5533,25.0198,50.0565,22.3903,3.0982,0.3835
444,-0.0132,0.0574,2.5516,27.7330,25.1814,49.9909,22.2761,3.0878,0.3691
456,-0.0109,0.0461,2.5088,27.4838,24.9750,50.1898,22.3264,3.0789,0.3710
468,-0.0108,0.0537,2.5346,27.4232,24.8886,50.1451,22.4317,3.0913,0.3798
480,-0.0130,0.0532,2.5508,27.5020,24.9512,50.2279,22.2701,3.0225,0.3594
492,-0.0120,0.0492,2.5277,27.5807,25.0529,50.0584,22.3609,3.0722,0.3673
504,-0.0121,0.0597,2.5562,27.5166,24.9604,50.2329,22.2506,3.0283,0.3527
516,-0.0104,0.0507,2.5633,27.5980,25.0347,50.0883,22.3137,3.0955,0.3806
528,-0.0166,0.0511,2.5473,27.5128,24.9655,50.1175,22.3697,3.0123,0.3541
540,-0.0130,0.0532,2.5614,27.6512,25.0898,50.1946,22.1542,3.0089,0.3548
552,-0.0086,0.0792,2.5862,27.6889,25.1027,50.1887,22.1225,3.0873,0.3799
564,-0.0100,0.0584,2.5862,27.7196,25.1334,50.2238,22.0566,3.0026,0.3661
576,-0.0172,0.0406,2.5261,27.5086,24.9825,50.1873,22.3041,3.1106,0.3866
588,-0.0196,0.0308,2.4591,27.3057,24.8466,50.1373,22.5570,3.0670,0.3739
600,-0.0110,0.0677,2.5762,27.6145,25.0384,50.0212,22.3642,3.0752,0.3752
612,-0.0087,0.0727,2.6084,27.5889,24.9806,50.0879,22.3232,3.0665,0.3718
624,-0.0180,0.0329,2.5030,27.4319,24.9289,50.3377,22.2304,3.0762,0.3828
636,-0.0106,0.0608,2.5988,27.7653,25.1665,49.9950,22.2397,3.0321,0.3626
648,-0.0127,0.0647,2.5801,27.5952,25.0151,50.2457,22.1591,3.0800,0.3645
660,-0.0137,0.0513,2.5605,27.6658,25.1053,50.2029,22.1313,3.0529,0.3882
672,-0.0157,0.0419,2.5466,27.4921,24.9456,50.2959,22.2120,3.0315,0.3573
684,-0.0168,0.0542,2.5559,27.3694,24.8135,50.1901,22.4405,3.0443,0.3628
696,-0.0104,0.0702,2.5767,27.6170,25.0403,50.2444,22.1386,3.0749,0.3752
708,-0.0149,0.0536,2.5777,27.6561,25.0784,50.1786,22.1653,3.0763,0.3606
720,-0.0088,0.0638,2.5871,27.6507,25.0637,50.1338,22.2155,3.1197,0.3834
732,-0.0162,0.0618,2.6109,27.8878,25.2769,50.2313,21.8809,2.9545,0.3467
744,-0.0117,0.0437,2.5459,27.5541,25.0082,50.1091,22.3369,3.0911,0.3686
756,-0.0079,0.0636,2.5696,27.6425,25.0729,50.2011,22.1564,3.0434,0.3782
768,-0.0216,0.0274,2.4559,27.4913,25.0355,50.2019,22.3068,3.1016,0.3711
780,-0.0133,0.0504,2.5494,27.6258,25.0764,50.1189,22.2554,3.0981,0.3782
792,-0.0090,0.0532,2.5118,27.5384,25.0266,50.2444,22.2172,3.0843,0.3782
804,-0.0108,0.0674,2.6553,27.5983,24.9430,50.1932,22.2085,3.0740,0.3723
816,-0.0232,0.0436,2.6054,27.7957,25.1903,50.1951,22.0092,3.0059,0.3641
828,-0.0152,0.0372,2.5837,27.7947,25.2111,50.1591,22.0461,3.0243,0.3577
840,-0.0067,0.0545,2.6172,27.7090,25.0917,49.9859,22.3051,3.0991,0.3886
852,-0.0056,0.0775,2.6566,27.9091,25.2526,50.0867,22.0042,3.0119,0.3633
864,-0.0124,0.0603,2.6064,27.8168,25.2104,49.9878,22.1954,3.0485,0.3703
876,-0.0201,0.0492,2.5844,27.7012,25.1168,50.1747,22.1241,3.0512,0.3764
888,-0.0088,0.0663,2.6107,27.7686,25.1579,50.1635,22.0679,2.9897,0.3765
900,-0.0131,0.0470,2.5090,27.5354,25.0264,50.1902,22.2743,3.0600,0.3633
912,-0.0100,0.0696,2.5462,27.5594,25.0133,50.0442,22.3964,3.0532,0.3780
924,-0.0102,0.0474,2.5562,27.4068,24.8506,50.1641,22.4291,3.0645,0.3727
936,-0.0059,0.0653,2.5962,27.7244,25.1282,50.1053,22.1703,3.0439,0.3588
948,-0.0211,0.0332,2.5398,27.7437,25.2039,50.2174,22.0389,3.0428,0.3666
960,-0.0147,0.0344,2.5373,27.5801,25.0428,50.1465,22.2734,3.0655,0.3829
972,-0.0088,0.0759,2.6333,27.9503,25.3170,50.0606,21.9891,3.0822,0.3881
984,-0.0114,0.0563,2.5452,27.5734,25.0282,50.1859,22.2408,3.0373,0.3765
