time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt,total_gi_collector!,total_demurrage_collector!
936,10000,509844872.7016,62802,12.7963,33048.3575,261310140.0000,261965353.0132,261965353.0132,[1.4780] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523958.9315
948,10000,509840218.0705,62555,30.1165,39114.2089,261310140.0000,261967940.3787,261967940.3787,[1.4779] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527083.5502
960,10000,509853863.6866,62780,1.7659,34305.4448,261310140.0000,261747146.7399,261747146.7399,[1.4792] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149531201.3560
972,10000,509831553.5555,62423,41.1547,35046.5358,261310140.0000,261877310.4314,261877310.4314,[1.4785] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525339.2997
984,10000,509844501.1535,62722,20.3314,33688.9901,261310140.0000,261565067.4516,261565067.4516,[1.4802] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523633.8040
996,10000,509835248.0560,62596,52.1492,35766.9717,261310140.0000,261818807.8615,261818807.8615,[1.4788] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526981.7693
1008,10000,509833695.3046,62724,20.1057,31928.1072,261310140.0000,261728006.3919,261728006.3919,[1.4793] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528829.6947
1020,10000,509863936.0705,62890,9.0393,34854.9080,261310140.0000,261758729.2794,261758729.2794,[1.4791] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527487.1167
1032,10000,509844484.7995,63058,7.9584,34471.0982,261310140.0000,261797121.1914,261797121.1914,[1.4789] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525247.9018
1044,10000,509848682.5049,63007,7.0870,32473.4624,261310140.0000,261843767.1200,261843767.1200,[1.4786] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525527.4297
1056,10000,509823101.7745,62810,3.4377,40498.7643,261310140.0000,261495572.5450,261495572.5450,[1.4806] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523114.4729
1068,10000,509841740.3933,62633,18.9985,31164.9421,261310140.0000,261790216.2219,261790216.2219,[1.4790] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149524192.2376
1080,10000,509837037.5876,62671,0.6619,33131.8536,261310140.0000,261796217.6841,261796217.6841,[1.4789] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525599.1186
1092,10000,509825356.3034,62753,58.2057,34234.6592,261310140.0000,261606597.6220,261606597.6220,[1.4800] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527767.0394
1104,10000,509837224.0538,62770,72.7294,32504.3284,261310140.0000,261450650.2831,261450650.2831,[1.4809] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526431.6211
1116,10000,509867694.6395,62671,5.4724,33685.9487,261310140.0000,261754588.7088,261754588.7088,[1.4791] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149523091.0578
1128,10000,509852685.5488,62723,18.1598,33048.0659,261310140.0000,261888615.9975,261888615.9975,[1.4784] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149527104.1472
1140,10000,509851898.7579,62898,30.0904,34298.7981,261310140.0000,261825354.4047,261825354.4047,[1.4787] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149528113.3988
1152,10000,509836492.6966,62670,83.2574,31935.1983,261310140.0000,261790313.0280,261790313.0280,[1.4789] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149526117.9358
1164,10000,509843700.3483,62850,12.0449,34958.7955,261310140.0000,261695658.1952,261695658.1952,[1.4795] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525281.0769
1176,10000,509825407.1660,62871,65.5320,34991.6911,261310140.0000,261962023.0879,261962023.0879,[1.4780] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525802.7700
1188,10000,509841244.0116,62696,49.2542,34742.6971,261310140.0000,261615221.3685,261615221.3685,[1.4799] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149522877.8121
1200,10000,509851153.1495,62746,38.3539,35737.9233,261310140.0000,261798340.1016,261798340.1016,[1.4789] ,[(0..10190] - 0.0%] [(10190..15200] - 37.0%] [(15200..26830] - 59.0%] [(26830..46440] - 67.0%] [(46440..) - 74.0%] ,0,0.0000,0,525743155.0000,149526000.0000,149525262.0629
