cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.7236,29.4448,28.7212,46.6612,23.8940,5.4947,1.3672
24,0.0070,0.2266,4.6425,35.5324,30.8899,46.3890,18.0786,2.6241,0.3467
36,0.0000,0.1720,4.5439,36.2050,31.6611,46.7915,17.0035,2.1828,0.2622
48,0.0000,0.1243,4.2618,35.9668,31.7050,46.9907,17.0425,2.1847,0.2577
60,0.0000,0.1546,4.3525,35.9238,31.5713,47.0819,16.9943,2.1593,0.2550
72,0.0000,0.1377,4.2846,35.8272,31.5427,47.1552,17.0175,2.1945,0.2595
84,0.0000,0.1202,4.2326,35.7969,31.5643,47.0623,17.1408,2.2065,0.2543
96,0.0000,0.1175,4.2340,35.9548,31.7208,47.1457,16.8995,2.1412,0.2431
108,0.0000,0.1212,4.2421,35.8762,31.6341,47.1782,16.9456,2.1291,0.2445
120,0.0000,0.1114,4.1878,35.9247,31.7369,47.1554,16.9199,2.1672,0.2685
132,0.0000,0.1286,4.3084,36.0175,31.7090,47.1494,16.8332,2.1565,0.2618
144,0.0000,0.1232,4.1676,35.6890,31.5214,47.1707,17.1402,2.2360,0.2646
156,0.0000,0.1413,4.2929,36.0777,31.7848,47.0859,16.8363,2.1642,0.2495
168,0.0000,0.1245,4.3114,36.1723,31.8609,47.0132,16.8145,2.1253,0.2491
180,0.0000,0.1239,4.1756,35.6789,31.5032,47.2841,17.0370,2.1900,0.2652
192,0.0000,0.1419,4.3060,36.0909,31.7849,47.0769,16.8323,2.1720,0.2587
204,0.0000,0.0965,4.2326,35.9203,31.6878,47.1435,16.9361,2.1464,0.2474
216,0.0000,0.1142,4.2436,36.0129,31.7693,47.0666,16.9205,2.1618,0.2593
228,0.0000,0.1186,4.0553,35.5958,31.5405,47.4270,16.9772,2.1584,0.2551
240,0.0000,0.1304,4.2479,35.8413,31.5934,47.2896,16.8690,2.1576,0.2586
252,0.0000,0.1239,4.2768,36.0105,31.7336,47.1728,16.8167,2.1544,0.2558
264,0.0000,0.1224,4.2883,36.0951,31.8068,47.0810,16.8239,2.1394,0.2578
276,0.0000,0.1221,4.2689,35.8879,31.6190,47.2276,16.8845,2.1620,0.2508
288,0.0000,0.1174,4.2800,35.9663,31.6863,47.0417,16.9921,2.1513,0.2551
300,0.0000,0.1062,4.1349,35.5182,31.3832,47.3976,17.0843,2.1809,0.2603
312,0.0000,0.1227,4.2135,35.6769,31.4635,47.3009,17.0222,2.1840,0.2704
324,0.0000,0.1345,4.2845,36.0624,31.7779,47.1383,16.7993,2.1610,0.2520
336,0.0000,0.1185,4.1838,35.7190,31.5351,47.2931,16.9879,2.1169,0.2384
348,0.0000,0.1335,4.2811,35.7433,31.4621,47.2103,17.0464,2.1699,0.2537
360,0.0000,0.0847,4.1087,35.7493,31.6406,47.2364,17.0143,2.1835,0.2590
372,0.0000,0.1090,4.1981,36.0025,31.8044,47.1028,16.8947,2.1494,0.2552
384,0.0000,0.1098,4.1720,35.8970,31.7250,47.2190,16.8840,2.1370,0.2489
396,0.0000,0.1197,4.1482,35.6854,31.5372,47.3226,16.9920,2.1800,0.2496
408,0.0000,0.1138,4.1975,35.8602,31.6627,47.1909,16.9488,2.1014,0.2439
420,0.0000,0.1216,4.2625,35.9241,31.6616,47.1307,16.9452,2.1647,0.2574
432,0.0000,0.1109,4.1095,35.7135,31.6040,47.3425,16.9440,2.1338,0.2476
444,0.0000,0.1102,4.1711,35.7667,31.5956,47.1984,17.0349,2.1636,0.2526
456,0.0000,0.1347,4.3113,35.9182,31.6069,47.1609,16.9209,2.1649,0.2522
468,0.0000,0.1098,4.0716,35.4893,31.4177,47.4093,17.1014,2.1665,0.2532
480,0.0000,0.1111,4.1979,35.7136,31.5156,47.2466,17.0398,2.1927,0.2567
492,0.0000,0.1284,4.2932,35.7113,31.4181,47.2219,17.0668,2.1858,0.2527
504,0.0000,0.1050,4.1062,35.6034,31.4972,47.3633,17.0333,2.1677,0.2512
516,0.0000,0.1112,4.2808,35.9019,31.6211,47.1474,16.9507,2.1456,0.2541
528,0.0000,0.1127,4.2648,36.0308,31.7659,47.0301,16.9391,2.1991,0.2673
540,0.0000,0.1201,4.1766,35.7114,31.5347,47.2618,17.0269,2.1642,0.2507
552,0.0000,0.1179,4.1470,35.8274,31.6804,47.2273,16.9453,2.1593,0.2510
564,0.0000,0.1143,4.2159,35.6782,31.4623,47.2659,17.0559,2.1697,0.2584
576,0.0000,0.1109,4.2453,35.8965,31.6512,47.1913,16.9122,2.1773,0.2662
588,0.0000,0.1163,4.2319,35.7696,31.5378,47.1831,17.0473,2.2052,0.2696
600,0.0000,0.1114,4.1717,35.7715,31.5998,47.1736,17.0549,2.1549,0.2570
612,0.0000,0.1144,4.2923,35.8923,31.5999,47.1146,16.9931,2.1507,0.2543
624,0.0000,0.1315,4.2514,35.8778,31.6264,47.1153,17.0070,2.1716,0.2492
636,0.0000,0.1134,4.1666,35.6632,31.4966,47.3053,17.0315,2.1536,0.2635
648,0.0000,0.1234,4.1783,35.7882,31.6099,47.2520,16.9598,2.1600,0.2496
660,0.0000,0.1173,4.1993,35.7558,31.5565,47.2770,16.9672,2.1701,0.2532
672,0.0000,0.1204,4.2190,35.9308,31.7119,47.1664,16.9028,2.1695,0.2632
684,0.0000,0.1274,4.2942,36.0611,31.7670,47.0972,16.8417,2.1353,0.2428
696,0.0000,0.1072,4.0836,35.5627,31.4792,47.3155,17.1217,2.1641,0.2511
708,0.0000,0.1074,4.2272,35.8646,31.6374,47.1942,16.9412,2.1591,0.2504
720,0.0000,0.1143,4.2470,35.8642,31.6173,47.2035,16.9322,2.1757,0.2496
732,0.0000,0.1337,4.2500,35.8905,31.6405,47.2359,16.8736,2.1672,0.2583
744,0.0000,0.1284,4.3240,36.2467,31.9227,47.0187,16.7346,2.0844,0.2406
756,0.0000,0.1045,4.1847,35.6524,31.4677,47.3465,17.0011,2.1910,0.2589
768,0.0000,0.1104,4.2143,35.7419,31.5276,47.2801,16.9780,2.1521,0.2490
780,0.0000,0.1083,4.1325,35.7577,31.6251,47.2719,16.9705,2.1450,0.2513
792,0.0000,0.1137,4.1653,35.7497,31.5844,47.2875,16.9628,2.1803,0.2568
804,0.0000,0.1194,4.2071,35.8567,31.6496,47.1559,16.9874,2.1713,0.2582
816,0.0000,0.1254,4.2305,35.7934,31.5629,47.1364,17.0702,2.1772,0.2581
828,0.0000,0.1386,4.3319,36.0015,31.6695,47.0664,16.9322,2.1656,0.2507
840,0.0000,0.1361,4.3303,35.9561,31.6258,47.1686,16.8753,2.1472,0.2489
852,0.0000,0.1167,4.1036,35.5902,31.4866,47.3279,17.0819,2.1977,0.2643
864,0.0000,0.1172,4.2078,35.8538,31.6459,47.2365,16.9098,2.1641,0.2514
876,0.0000,0.1390,4.3169,35.9608,31.6439,47.0606,16.9786,2.1777,0.2554
888,0.0000,0.1120,4.2038,35.8753,31.6715,47.2535,16.8712,2.1516,0.2585
900,0.0000,0.1327,4.3081,35.9123,31.6042,47.2302,16.8575,2.1262,0.2418
912,0.0000,0.1251,4.2253,35.8602,31.6349,47.2242,16.9156,2.1496,0.2530
924,0.0000,0.1232,4.1816,35.8188,31.6372,47.1227,17.0586,2.1507,0.2524
936,0.0000,0.0923,4.1251,35.7322,31.6071,47.2454,17.0224,2.1965,0.2585
948,0.0000,0.0982,4.1290,35.7253,31.5963,47.2092,17.0656,2.1687,0.2499
960,0.0000,0.1015,4.2327,35.8813,31.6486,47.1657,16.9530,2.1515,0.2566
972,0.0000,0.1002,4.1684,35.8146,31.6462,47.2153,16.9701,2.1646,0.2602
984,0.0000,0.1350,4.2971,35.9955,31.6984,47.1014,16.9031,2.1826,0.2734
996,0.0000,0.1312,4.2348,35.7528,31.5180,47.1848,17.0624,2.1890,0.2587
1008,0.0000,0.1189,4.2359,35.8897,31.6537,47.1769,16.9334,2.1354,0.2461
1020,0.0000,0.1326,4.2784,35.7694,31.4910,47.2292,17.0014,2.1490,0.2394
1032,0.0000,0.1164,4.2276,35.8217,31.5941,47.1662,17.0121,2.1520,0.2500
1044,0.0000,0.0968,4.1780,35.8216,31.6435,47.2387,16.9397,2.1477,0.2515
1056,0.0000,0.1351,4.3634,36.0156,31.6522,47.0873,16.8972,2.1193,0.2560
1068,0.0000,0.1255,4.1842,35.8774,31.6932,47.1846,16.9380,2.1580,0.2559
1080,0.0000,0.1261,4.2347,35.7950,31.5603,47.2450,16.9600,2.1699,0.2548
1092,0.0000,0.1076,4.2834,35.9900,31.7066,47.1228,16.8873,2.1534,0.2527
1104,0.0000,0.1354,4.3223,36.1215,31.7992,46.9846,16.8939,2.1590,0.2538
1116,0.0000,0.1104,4.2353,35.8549,31.6197,47.1029,17.0421,2.1883,0.2595
1128,0.0000,0.1143,4.2051,35.7419,31.5368,47.2672,16.9908,2.1448,0.2506
1140,0.0000,0.1142,4.2263,35.7846,31.5583,47.1169,17.0985,2.1882,0.2514
1152,0.0000,0.1309,4.2409,35.8076,31.5666,47.1797,17.0127,2.1739,0.2661
1164,0.0000,0.1279,4.2272,35.9253,31.6981,47.0831,16.9916,2.1727,0.2540
1176,0.0000,0.1207,4.1428,35.7335,31.5907,47.2804,16.9860,2.1705,0.2607
1188,0.0000,0.1278,4.2612,35.9804,31.7192,47.0666,16.9530,2.1768,0.2622
1200,0.0000,0.1114,4.1840,35.8901,31.7061,47.2041,16.9057,2.1367,0.2509
