cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,-0.0167,-0.1669,-0.0302,7.6615,7.6916,40.1626,52.1759,14.9696,3.5104
12,0.0020,0.0627,1.4875,16.2471,14.7595,40.6326,43.1203,11.9694,2.5230
24,-0.0345,-0.1253,0.9589,17.0674,16.1085,42.6095,40.3231,12.1579,2.5466
36,-0.0339,-0.1250,0.9459,16.7883,15.8424,43.2537,39.9580,12.6138,2.7294
48,-0.0324,-0.1267,0.8917,16.7034,15.8116,43.4870,39.8097,13.1906,2.8919
60,-0.0397,-0.1283,0.9095,16.7891,15.8796,43.4510,39.7598,13.6616,3.0348
72,-0.0343,-0.1421,0.8769,17.0144,16.1375,43.1871,39.7985,14.2463,3.1724
84,-0.0358,-0.1391,0.8563,16.8378,15.9816,43.0439,40.1183,14.8795,3.3525
96,-0.0262,-0.1152,0.8909,16.7726,15.8817,42.5576,40.6699,15.4896,3.4923
108,-0.0355,-0.1344,0.8617,16.6353,15.7736,42.5728,40.7919,16.1905,3.7131
120,-0.0359,-0.1319,0.8979,16.7293,15.8314,42.0386,41.2321,16.8667,3.8860
132,-0.0445,-0.1543,0.7817,16.4491,15.6674,42.1293,41.4217,17.5356,3.8949
144,-0.0391,-0.1235,0.8766,16.3531,15.4765,41.5594,42.0874,18.3700,4.0429
156,-0.0390,-0.1656,0.7366,16.0321,15.2955,41.2996,42.6682,19.2304,4.1423
168,-0.0380,-0.1532,0.7473,15.8260,15.0787,40.9157,43.2583,20.1885,4.3371
180,-0.0346,-0.1476,0.6775,15.4746,14.7971,40.5886,43.9368,21.1412,4.4760
192,-0.0435,-0.1626,0.6977,15.3358,14.6381,40.0519,44.6123,21.9971,4.5843
204,-0.0418,-0.1773,0.5873,15.0617,14.4743,39.6646,45.2738,22.9579,4.6766
216,-0.0423,-0.1519,0.6289,14.8972,14.2683,39.1059,45.9970,23.8505,5.0483
228,-0.0393,-0.1634,0.6313,14.6923,14.0610,38.8756,46.4321,24.9113,5.1507
240,-0.0421,-0.1902,0.5526,14.5128,13.9603,38.7193,46.7679,25.5287,5.1560
252,-0.0432,-0.1856,0.5017,14.3063,13.8046,38.0620,47.6316,26.5053,5.3942
264,-0.0377,-0.1637,0.4916,13.8622,13.3707,37.3697,48.7681,27.5885,5.4772
276,-0.0415,-0.1865,0.4579,13.5660,13.1081,37.1082,49.3259,28.5389,5.7506
288,-0.0336,-0.1594,0.4992,13.6349,13.1357,36.7072,49.6579,29.2277,5.9177
300,-0.0361,-0.1806,0.4207,13.3068,12.8861,36.4348,50.2584,30.0668,5.9811
312,-0.0462,-0.1889,0.3965,13.2623,12.8658,35.6705,51.0672,31.0890,6.2213
324,-0.0426,-0.1957,0.3419,12.8048,12.4629,35.4065,51.7887,31.7975,6.2910
336,-0.0471,-0.2097,0.2378,12.3694,12.1316,35.0826,52.5480,33.0707,6.7516
348,-0.0422,-0.1984,0.2226,12.2802,12.0576,34.7364,52.9834,33.3927,6.7189
360,-0.0409,-0.2089,0.1756,11.8714,11.6958,34.4744,53.6543,34.4590,7.0575
372,-0.0350,-0.1878,0.2026,11.8493,11.6467,34.0259,54.1248,35.2832,7.1012
384,-0.0438,-0.2352,0.1229,11.5692,11.4463,33.3766,55.0542,36.4616,7.2345
396,-0.0508,-0.2481,0.0864,11.2626,11.1761,33.0420,55.6955,37.3264,7.5540
408,-0.0431,-0.2186,0.0823,11.0907,11.0084,32.5523,56.3570,38.1381,7.6682
420,-0.0455,-0.2395,-0.0050,10.8684,10.8734,32.3446,56.7870,39.0463,8.0004
432,-0.0539,-0.2599,-0.0842,10.5234,10.6076,31.8339,57.6427,39.6751,7.8932
444,-0.0392,-0.2137,-0.0435,10.3843,10.4278,31.3493,58.2664,40.5599,8.1395
456,-0.0607,-0.2862,-0.2139,9.9946,10.2085,30.9735,59.0319,41.6804,8.6553
468,-0.0495,-0.2637,-0.1507,9.9805,10.1312,30.7835,59.2360,42.1242,8.6186
480,-0.0498,-0.2721,-0.2083,9.8122,10.0205,30.2581,59.9297,42.9863,8.7432
492,-0.0486,-0.2924,-0.2491,9.6358,9.8849,30.0998,60.2644,43.5307,9.3391
504,-0.0530,-0.2719,-0.1888,9.5080,9.6967,29.6633,60.8287,43.9182,9.1015
516,-0.0492,-0.2695,-0.2133,9.1887,9.4020,29.3365,61.4747,44.8636,9.4484
528,-0.0431,-0.2585,-0.3067,8.8791,9.1858,29.0922,62.0287,45.7417,10.0207
540,-0.0513,-0.2699,-0.3042,8.8463,9.1505,28.8198,62.3339,46.0950,9.7284
552,-0.0554,-0.2993,-0.3905,8.6649,9.0553,28.4969,62.8383,46.9578,9.8858
564,-0.0577,-0.3138,-0.5023,8.2281,8.7304,27.9769,63.7950,47.8696,10.1546
576,-0.0525,-0.3035,-0.5063,7.9716,8.4779,27.5772,64.4512,48.6397,10.4362
588,-0.0500,-0.3035,-0.5132,7.9019,8.4151,27.3461,64.7520,49.1158,10.6551
600,-0.0570,-0.3085,-0.5347,7.8783,8.4130,27.2154,64.9064,49.5455,10.6421
612,-0.0537,-0.3086,-0.5710,7.3844,7.9555,26.9060,65.7096,50.2451,10.8103
624,-0.0600,-0.3422,-0.6891,7.2112,7.9003,26.7005,66.0883,51.0437,11.4007
636,-0.0540,-0.3259,-0.6665,7.1592,7.8257,26.4290,66.4118,51.4490,11.1117
648,-0.0590,-0.3901,-0.8155,6.6745,7.4899,25.9831,67.3424,52.6630,11.6607
660,-0.0636,-0.3712,-0.8407,6.3712,7.2119,25.7092,67.9195,53.3507,11.8338
672,-0.0501,-0.3423,-0.8709,6.4198,7.2906,25.3377,68.2425,53.7904,12.0167
684,-0.0588,-0.3660,-0.8740,6.3686,7.2426,24.9942,68.6371,54.4159,12.1317
696,-0.0567,-0.3417,-0.8851,6.0548,6.9398,24.8911,69.0542,54.7755,12.5814
708,-0.0565,-0.3534,-0.8647,6.3516,7.2163,24.7815,68.8669,54.6671,12.8531
720,-0.0587,-0.3746,-0.9475,6.0863,7.0338,24.9239,68.9898,54.9308,12.9219
732,-0.0583,-0.3465,-0.8632,6.1106,6.9738,24.7549,69.1345,55.0201,12.9915
744,-0.0595,-0.3449,-0.8777,6.0688,6.9465,24.4358,69.4954,55.3555,13.3694
756,-0.0634,-0.3626,-0.9526,5.8214,6.7740,24.5408,69.6378,55.5188,13.2075
768,-0.0585,-0.3726,-1.0187,5.4871,6.5058,24.2234,70.2896,56.1987,13.6718
780,-0.0626,-0.3852,-1.0788,5.4926,6.5714,23.9745,70.5329,56.4248,13.8780
792,-0.0697,-0.4224,-1.1911,5.1133,6.3044,23.8168,71.0699,56.9925,13.8355
804,-0.0682,-0.4149,-1.2384,4.9050,6.1434,23.3923,71.7027,57.7577,14.2837
816,-0.0641,-0.3932,-1.1365,5.1168,6.2533,23.4640,71.4192,57.8942,14.6029
828,-0.0699,-0.4140,-1.2441,4.9782,6.2223,23.2729,71.7489,58.2300,14.7345
840,-0.0631,-0.3810,-1.1754,4.8791,6.0545,23.2531,71.8679,58.3004,14.9136
852,-0.0580,-0.3719,-1.2086,4.8588,6.0674,22.9794,72.1618,58.7905,15.9305
864,-0.0641,-0.3848,-1.1352,5.0572,6.1924,23.1300,71.8128,58.3476,15.7700
876,-0.0594,-0.3734,-1.2090,4.8170,6.0259,23.2119,71.9712,58.3010,15.8631
888,-0.0637,-0.4157,-1.2925,4.6042,5.8966,22.8299,72.5659,58.7806,15.8617
900,-0.0628,-0.4030,-1.3522,4.4821,5.8343,22.6775,72.8405,59.2554,15.9258
912,-0.0648,-0.4216,-1.3844,4.1779,5.5623,22.3663,73.4558,60.0841,16.6642
924,-0.0633,-0.4042,-1.3168,4.2268,5.5436,22.1436,73.6296,60.5521,17.0612
936,-0.0647,-0.3988,-1.2883,4.2663,5.5546,22.1912,73.5425,60.4053,17.0354
948,-0.0661,-0.4525,-1.5386,3.8923,5.4310,21.9559,74.1518,61.1009,17.2515
