cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.0046,0.1151,2.5512,26.2723,23.7212,49.0824,24.6453,4.0618,0.5830
24,0.0004,0.0989,2.7252,28.6816,25.9563,49.5586,21.7598,3.1030,0.3953
36,0.0000,0.0759,2.4974,28.5133,26.0159,50.0253,21.4614,2.9794,0.3694
48,0.0000,0.0637,2.5252,28.2634,25.7382,50.1924,21.5442,3.0390,0.4081
60,0.0000,0.0781,2.5742,28.7825,26.2084,49.9320,21.2855,2.9277,0.3631
72,0.0000,0.0796,2.5796,28.5909,26.0113,50.1322,21.2769,2.9318,0.3691
84,0.0000,0.0855,2.6219,28.6576,26.0357,50.0443,21.2981,2.8982,0.3484
96,0.0000,0.0658,2.5782,28.7793,26.2011,49.9562,21.2645,2.9081,0.3465
108,0.0000,0.0949,2.6290,28.6958,26.0668,50.0201,21.2841,2.8742,0.3468
120,0.0000,0.0749,2.5873,28.8644,26.2771,49.9583,21.1773,2.8560,0.3581
132,0.0000,0.0922,2.6319,28.8306,26.1987,50.0978,21.0717,2.7940,0.3353
144,0.0014,0.1080,2.7389,28.9314,26.1926,50.0128,21.0558,2.8791,0.3517
156,0.0000,0.0850,2.6471,28.9157,26.2686,49.9395,21.1448,2.8703,0.3473
168,0.0009,0.0989,2.7323,29.1096,26.3773,49.7092,21.1812,2.9196,0.3471
180,0.0011,0.1058,2.7964,29.0616,26.2652,49.8148,21.1236,2.9250,0.3621
192,0.0000,0.0846,2.7312,29.1033,26.3722,49.8289,21.0678,2.8661,0.3514
204,0.0022,0.1016,2.8066,29.3027,26.4961,49.7885,20.9088,2.8314,0.3590
216,0.0034,0.1092,2.8117,29.2970,26.4853,49.7929,20.9101,2.8221,0.3336
228,0.0026,0.1011,2.7709,29.4984,26.7275,49.5925,20.9091,2.8191,0.3466
240,0.0030,0.1222,2.8518,29.4012,26.5494,49.5020,21.0968,2.8776,0.3421
252,0.0043,0.1115,2.8420,29.5106,26.6686,49.7644,20.7250,2.7799,0.3382
264,0.0010,0.1173,2.8526,29.4041,26.5515,49.7243,20.8716,2.8043,0.3352
276,0.0040,0.1054,2.8100,29.3867,26.5767,49.8053,20.8080,2.7720,0.3477
288,0.0023,0.1180,2.8482,29.6686,26.8204,49.6075,20.7240,2.8280,0.3599
300,0.0026,0.1253,2.9382,29.5637,26.6255,49.6108,20.8254,2.8207,0.3332
312,0.0043,0.1241,2.9298,29.6576,26.7278,49.4314,20.9110,2.8328,0.3469
324,0.0027,0.1116,2.8841,29.3729,26.4888,49.6041,21.0230,2.8387,0.3394
336,0.0006,0.1184,2.9637,29.8184,26.8547,49.7329,20.4486,2.7685,0.3401
348,0.0035,0.1182,2.9015,29.5822,26.6807,49.7904,20.6274,2.7302,0.3244
360,0.0048,0.1265,2.9586,29.4983,26.5397,49.8186,20.6831,2.7995,0.3416
372,0.0036,0.1271,2.9754,29.6900,26.7147,49.8021,20.5079,2.7892,0.3346
384,0.0022,0.1217,2.9972,29.7155,26.7183,49.5081,20.7764,2.8066,0.3234
396,0.0050,0.1253,2.9761,29.6103,26.6341,49.5974,20.7924,2.7908,0.3278
408,0.0044,0.1356,2.9971,29.8061,26.8090,49.7606,20.4333,2.7478,0.3278
420,0.0036,0.1241,2.9528,29.6075,26.6547,49.6617,20.7308,2.7753,0.3424
