time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt
120,10000,509817820.4193,63843,46.4083,166313.0172,230924974.3844,219736730.7913,219736730.7913,[1.4102] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 71.0%] ,0,30385165.6156,0,651057850.0554
132,10000,509825365.0513,62809,2.9719,146201.9409,230924886.8844,218380167.3934,218380167.3934,[1.4096] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30385253.1156,0,663602569.5464
144,10000,509823017.4895,61574,11.3569,126451.0755,230924101.1988,218672600.1624,218672600.1624,[1.4080] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30386038.8012,0,675854070.5828
156,10000,509858765.9035,60062,64.6146,197355.9034,230922853.2295,218931105.3118,218931105.3118,[1.4066] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387286.7705,0,687845818.5005
168,10000,509839355.3524,59160,10.9369,151541.6019,230923893.2663,218505322.3334,218505322.3334,[1.4089] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30386246.7337,0,700264389.4334
180,10000,509842170.9009,57861,36.3393,456441.6799,230923311.6822,218969212.8973,218969212.8973,[1.4064] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30386828.3178,0,712218488.2183
192,10000,509856111.2487,57103,68.6845,100528.9994,230922788.4744,219048576.7960,219048576.7960,[1.4061] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387351.5256,0,724092699.8967
204,10000,509847706.5106,56201,7.9986,186587.3600,230923958.3946,219251436.0250,219251436.0250,[1.4050] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30386181.6054,0,735765222.2663
216,10000,509855297.2415,55449,14.4619,118859.3747,230921705.9810,219323196.2833,219323196.2833,[1.4047] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30388434.0190,0,747363731.9640
228,10000,509866828.8585,54332,35.3118,176812.4981,230922069.2140,219332852.8352,219332852.8352,[1.4045] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30388070.7860,0,758952948.3428
240,10000,509855824.1967,53087,68.7603,123520.7605,230922768.2780,219624358.7382,219624358.7382,[1.4030] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387371.7220,0,770251357.8826
252,10000,509859869.1720,52231,97.7320,241330.9543,230922852.3703,219717710.2830,219717710.2830,[1.4026] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387287.6297,0,781456499.9699
264,10000,509841324.5565,51717,25.9160,149796.9737,230923281.6929,219487145.5435,219487145.5435,[1.4037] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30386858.3071,0,792892636.1193
276,10000,509859094.7595,51142,2.5225,135070.2880,230922676.1535,219283496.1368,219283496.1368,[1.4048] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387463.8465,0,804531816.1360
288,10000,509863077.9606,50320,173.8745,722605.2773,230923293.8445,219635418.5484,219635418.5484,[1.4029] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30386846.1555,0,815819691.4321
300,10000,509877737.5950,49863,27.2396,147798.6528,230920556.2776,219922359.7646,219922359.7646,[1.4014] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30389583.7224,0,826817887.9451
312,10000,509899951.3601,49229,24.2931,109404.8896,230919738.0014,219978400.0236,219978400.0236,[1.4011] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30390401.9986,0,837759225.9229
324,10000,509878534.7528,48436,92.7058,172101.7873,230922128.8648,220029824.6795,220029824.6795,[1.4008] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30388011.1352,0,848651530.1082
336,10000,509879709.6795,47846,144.6469,119203.2781,230922670.6559,220294194.7997,220294194.7997,[1.3995] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387469.3441,0,859280005.9644
348,10000,509851209.9358,47350,40.9060,208184.8488,230920944.0247,220197951.1766,220197951.1766,[1.4000] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30389195.9753,0,870002998.8125
360,10000,509859692.8407,46845,17.0987,225626.4907,230922657.8432,220330363.4045,220330363.4045,[1.3992] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387482.1568,0,880595293.2512
372,10000,509873689.4448,46402,308.4418,95611.0224,230922067.3633,220394443.5455,220394443.5455,[1.3990] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30388072.6367,0,891122917.0690
384,10000,509861861.8599,45665,39.5686,176918.9685,230922641.6518,220303630.9749,220303630.9749,[1.3993] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387498.3482,0,901741927.7459
396,10000,509888086.9075,45427,106.7256,176864.2761,230920365.1088,220544266.4845,220544266.4845,[1.3981] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30389774.8912,0,912118026.3702
408,10000,509912505.7936,45009,170.5288,86290.0268,230918904.0685,220511686.4667,220511686.4667,[1.3983] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30391235.9315,0,922525243.9720
420,10000,509875761.2385,44266,81.2497,106998.0040,230922147.2483,220689058.1814,220689058.1814,[1.3974] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387992.7517,0,932758333.0389
432,10000,509867243.6670,43729,194.7620,102168.4778,230921926.7223,220831885.2858,220831885.2858,[1.3965] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30388213.2777,0,942848374.4754
444,10000,509915551.7704,43163,75.7822,232951.7128,230918708.0518,221062729.2448,221062729.2448,[1.3953] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30391431.9482,0,952704353.2824
456,10000,509902730.5615,42941,49.7947,106469.9078,230919918.5467,221336034.5073,221336034.5073,[1.3940] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30390221.4533,0,962288237.3218
468,10000,509904455.9753,42380,343.9036,275975.9332,230920019.0208,221077977.8750,221077977.8750,[1.3952] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30390120.9792,0,972130278.4676
480,10000,509898944.0655,42058,58.0321,107180.3640,230920695.3094,221273793.2764,221273793.2764,[1.3943] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30389444.6906,0,981777180.5006
492,10000,509847499.4139,41873,88.4473,116910.0064,230922573.8670,221330338.9164,221330338.9164,[1.3939] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387566.1330,0,991369415.4512
504,10000,509843612.2647,41068,57.0478,118499.4331,230923553.4098,221302662.0287,221302662.0287,[1.3941] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30386586.5902,0,1000990306.8323
516,10000,509947805.1318,40962,179.8600,281673.1684,230917920.7516,221612575.1147,221612575.1147,[1.3923] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30392219.2484,0,1010295652.4692
528,10000,509843353.4121,40718,336.3736,130640.9635,230922975.7467,221581375.2764,221581375.2764,[1.3927] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387164.2533,0,1019637252.9395
540,10000,509909730.5252,40437,356.6895,111936.4872,230919957.8557,221697212.5147,221697212.5147,[1.3921] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30390182.1443,0,1028859998.2805
552,10000,509930819.9021,40186,84.5915,85160.0819,230917997.3573,221376384.8791,221376384.8791,[1.3937] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30392142.6427,0,1038401610.7587
564,10000,509876123.3019,39759,50.3161,202472.6860,230921184.0708,221508652.9184,221508652.9184,[1.3929] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30388955.9292,0,1047814141.9111
576,10000,509894334.6155,39594,306.0264,245797.3351,230920996.6064,221673720.1694,221673720.1694,[1.3922] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30389143.3936,0,1057061418.3481
588,10000,509914083.0416,39061,283.2523,108642.3984,230919372.2536,221577691.7417,221577691.7417,[1.3925] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30390767.7464,0,1066403098.8600
600,10000,509851973.2387,38455,54.4697,350021.9037,230922292.8582,221718092.8992,221718092.8992,[1.3918] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387847.1418,0,1075607298.8190
612,10000,509876646.0845,38181,188.9673,1116084.3923,230921546.0346,222001779.1009,222001779.1009,[1.3903] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30388593.9654,0,1084527065.7527
624,10000,509893646.4295,38161,408.0399,115248.4566,230920327.2444,220524586.2617,220524586.2617,[1.3895] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 69.0%] ,0,30389812.7556,0,1094922806.7354
636,10000,509862528.0510,37914,71.3246,132072.0625,230922522.1531,221802221.0272,221802221.0272,[1.3914] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 63.0%] [(46440..) - 70.0%] ,0,30387617.8469,0,1104043107.8613
648,10000,509842889.5998,37487,33.2272,180186.0125,230923512.1806,219543334.7690,219543334.7690,[1.3887] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30386627.8194,0,1115423285.2729
660,10000,509919539.0846,36987,796.8010,625953.7443,230919455.1517,219750841.7460,219750841.7460,[1.3876] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30390684.8483,0,1126591898.6786
672,10000,509914851.6664,36892,684.8320,132907.9310,230920035.7814,219315230.6339,219315230.6339,[1.3851] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30390104.2186,0,1138196703.8261
684,10000,509863293.4998,36538,1121.7550,120364.3604,230920876.5446,219751708.8324,219751708.8324,[1.3877] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389263.4554,0,1149365871.5383
696,10000,509912895.1691,36144,199.4940,86220.8159,230919828.1924,218935264.5546,218935264.5546,[1.3871] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30390311.8076,0,1161350435.1761
708,10000,509878978.3676,35728,237.2148,179919.5169,230920734.4967,219670065.7293,219670065.7293,[1.3880] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 56.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389405.5033,0,1172601103.9435
720,10000,509878773.7083,35190,911.9045,454176.9912,230921749.6267,219195499.6907,219195499.6907,[1.3856] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30388390.3733,0,1184327353.8795
732,10000,509904215.4990,34969,9.6620,208629.4877,230919851.9364,219524121.3345,219524121.3345,[1.3840] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30390288.0636,0,1195723084.4814
744,10000,509880859.4869,34526,6.4257,488017.7765,230920885.5043,219675947.1856,219675947.1856,[1.3832] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389254.4957,0,1206968022.8001
756,10000,509903498.1058,34285,215.2155,545514.1254,230919945.5049,220031925.7133,220031925.7133,[1.3814] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30390194.4951,0,1217856042.5917
768,10000,510076509.9696,34217,118.1967,569775.7511,230910132.0144,219561551.9633,219561551.9633,[1.3838] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30400007.9856,0,1229204622.6428
780,10000,509895289.1653,33628,214.9248,1306072.0335,230920846.2956,219987284.8048,219987284.8048,[1.3815] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389293.7044,0,1240138184.1336
792,10000,509883035.8911,33556,46.1125,315354.9612,230920262.8566,219698500.0275,219698500.0275,[1.3830] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389877.1434,0,1251359946.9627
804,10000,509930847.6927,33340,298.2790,191237.7770,230918784.1583,219776698.6378,219776698.6378,[1.3826] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30391355.8417,0,1262502032.4832
816,10000,509881405.6343,32952,351.7001,111578.4220,230921151.5438,220176725.0874,220176725.0874,[1.3805] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30388988.4562,0,1273246458.9396
828,10000,509973011.4703,32873,220.8705,379085.4987,230917215.9065,219950646.8683,219950646.8683,[1.3795] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30392924.0935,0,1284213027.9778
840,10000,509917282.9458,32588,596.0988,180590.3954,230917337.9336,220281170.2155,220281170.2155,[1.3801] ,[(0..10190] - 0.0%] [(10190..15200] - 35.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30392802.0664,0,1294849195.6959
852,10000,509930416.3208,32418,662.2719,273453.5766,230919058.8250,220094543.3185,220094543.3185,[1.3786] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30391081.1750,0,1305673711.2024
864,10000,509862238.5779,31930,265.5752,97338.8723,230921052.8843,219812372.5232,219812372.5232,[1.3800] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389087.1157,0,1316782391.5635
876,10000,509952024.4386,31759,499.1777,105930.2363,230917534.0066,220163776.8469,220163776.8469,[1.3783] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30392605.9934,0,1327536148.7232
888,10000,509954408.1258,31611,381.5120,469579.8284,230917399.2522,219940393.2353,219940393.2353,[1.3793] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30392740.7478,0,1338513154.7401
900,10000,510029919.3889,31229,258.5678,113606.0936,230911886.1632,220444154.5595,220444154.5595,[1.3769] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30398253.8368,0,1348980886.3438
912,10000,509895434.0482,31276,892.2247,150863.3193,230920180.5272,220651909.3607,220651909.3607,[1.3756] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389959.4728,0,1359249157.5103
924,10000,509886778.6044,31065,1054.6493,182939.9184,230920461.7602,220710950.0990,220710950.0990,[1.3754] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389678.2398,0,1369458669.1715
936,10000,509911225.9770,30876,1404.0075,109777.1791,230919970.5854,220268547.1920,220268547.1920,[1.3776] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30390169.4146,0,1380110092.5649
948,10000,509923510.3289,30493,1177.6274,161976.8943,230918559.2749,220293627.7169,220293627.7169,[1.3775] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30391580.7251,0,1390735024.1229
960,10000,509897036.9573,30121,806.3804,309930.1537,230920179.6204,220713507.5564,220713507.5564,[1.3754] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389960.3796,0,1400941696.1869
972,10000,509906263.9923,29860,1043.2336,275054.8006,230921485.6845,221151639.7371,221151639.7371,[1.3730] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30388654.3155,0,1410711542.1343
984,10000,509912388.1268,29749,286.4791,118530.7909,230917489.4223,221332934.1894,221332934.1894,[1.3719] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30392650.5777,0,1420296097.3672
996,10000,509890482.0427,29649,416.5745,381996.8034,230920977.3243,220371119.8036,220371119.8036,[1.3770] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389162.6757,0,1430845954.8879
1008,10000,509956808.6793,29415,902.6824,202848.1501,230916393.7944,221067016.9080,221067016.9080,[1.3733] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30393746.2056,0,1440695331.7743
1020,10000,509940149.3085,29254,149.3631,116256.1425,230917926.0155,221415885.9394,221415885.9394,[1.3712] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30392213.9845,0,1450197371.8504
1032,10000,509920613.8060,29187,226.8934,113296.2586,230919110.3717,221429630.3880,221429630.3880,[1.3715] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30391029.6283,0,1459686851.8341
1044,10000,509942492.0768,29095,59.3142,407386.8323,230916969.0542,221432062.6579,221432062.6579,[1.3713] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30393170.9458,0,1469171758.2304
1056,10000,509890855.7469,28837,358.6096,130249.3503,230921217.4209,221096394.8058,221096394.8058,[1.3731] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30388922.5791,0,1478996580.8455
1068,10000,509881008.0146,28576,851.4602,765612.0414,230921079.3672,221287507.4094,221287507.4094,[1.3719] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389060.6328,0,1488630152.8033
1080,10000,509962382.1470,28404,2.5451,206123.0940,230916518.0854,219966013.6985,219966013.6985,[1.3697] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 68.0%] ,0,30393621.9146,0,1499580657.1902
