time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt
1092,10000,509958269.6650,28418,996.8019,185678.1009,230916973.7054,220174801.4081,220174801.4081,[1.3686] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 68.0%] ,0,30393166.2946,0,1510322829.4875
1104,10000,509926587.9602,28177,2344.5127,134997.2051,230920409.2828,221573410.8447,221573410.8447,[1.3706] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 69.0%] ,0,30389730.7172,0,1519669827.9256
1116,10000,509992260.0915,27913,2156.9456,1412693.0118,230913065.5387,220508726.1445,220508726.1445,[1.3670] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 68.0%] ,0,30397074.4613,0,1530074167.3198
1128,10000,509934683.9399,27702,1189.6689,463940.4537,230916945.1884,220497181.2246,220497181.2246,[1.3667] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 68.0%] ,0,30393194.8116,0,1540493931.2836
1140,10000,509921673.2598,27729,1738.1520,191944.6146,230919526.3280,220258988.8203,220258988.8203,[1.3682] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 68.0%] ,0,30390613.6720,0,1551154468.7913
1152,10000,509979359.0486,27335,1795.8929,124651.0180,230915621.0500,220055885.7197,220055885.7197,[1.3692] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 68.0%] ,0,30394518.9500,0,1562014204.1216
1164,10000,509908664.4072,27025,2180.4464,124117.3959,230918999.5740,220498792.9464,220498792.9464,[1.3668] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 62.0%] [(46440..) - 68.0%] ,0,30391140.4260,0,1572434410.7492
1176,10000,509995221.9172,27043,937.6606,110856.9690,230915605.0108,219968124.8417,219968124.8417,[1.3639] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 61.0%] [(46440..) - 68.0%] ,0,30394534.9892,0,1583381890.9183
1188,10000,509936873.7988,26696,495.2504,137835.2310,230916299.9008,219694883.2070,219694883.2070,[1.3653] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 61.0%] [(46440..) - 68.0%] ,0,30393840.0992,0,1594603307.6121
1200,10000,509991637.8450,26644,1351.3272,414210.8510,230914518.5545,220126566.5709,220126566.5709,[1.3630] ,[(0..10190] - 0.0%] [(10190..15200] - 34.0%] [(15200..26830] - 55.00000000000001%] [(26830..46440] - 61.0%] [(46440..) - 68.0%] ,0,30395621.4455,0,1605391259.5957
