cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,0.0000,0.0000,0.6928,28.6612,27.9684,46.7017,24.6371,5.7552,1.4423
24,0.0087,0.1686,3.7826,32.3561,28.5735,47.0855,20.5584,3.2551,0.5109
36,0.0013,0.1467,4.0614,33.8771,29.8157,47.1401,18.9828,2.7269,0.3735
48,0.0002,0.1125,3.6855,33.2771,29.5916,47.6283,19.0946,2.7139,0.3521
60,0.0028,0.1192,3.6771,33.2413,29.5642,47.7680,18.9907,2.6720,0.3621
72,0.0000,0.0964,3.4979,32.6008,29.1030,47.9646,19.4346,2.7301,0.3566
84,0.0004,0.1115,3.6452,33.1901,29.5448,48.1785,18.6314,2.4970,0.3048
96,0.0000,0.1026,3.4947,32.8136,29.3188,47.9102,19.2763,2.6879,0.3499
108,0.0003,0.1120,3.5916,33.0916,29.5000,48.0367,18.8716,2.5463,0.3121
120,0.0000,0.0793,3.5731,33.1298,29.5567,47.9218,18.9484,2.5363,0.3210
132,0.0000,0.1064,3.5512,32.7242,29.1730,48.1296,19.1462,2.6852,0.3494
144,0.0000,0.0799,3.3792,32.6420,29.2628,48.0097,19.3483,2.6873,0.3522
156,0.0000,0.0757,3.3204,32.3540,29.0336,48.1400,19.5060,2.7267,0.3585
168,0.0000,0.0876,3.4467,32.7623,29.3157,48.1462,19.0914,2.6815,0.3738
180,0.0000,0.0621,3.2780,32.4377,29.1597,48.2366,19.3257,2.7491,0.3593
192,0.0000,0.0739,3.2656,32.3588,29.0932,48.2262,19.4150,2.7644,0.3998
204,0.0000,0.0616,3.2514,32.1552,28.9038,48.4102,19.4346,2.6960,0.3275
216,0.0000,0.0455,3.1450,32.2367,29.0917,48.2488,19.5145,2.7721,0.3774
228,0.0000,0.0566,3.1303,32.2051,29.0748,48.3023,19.4926,2.6987,0.3357
240,0.0000,0.0615,3.1083,31.8972,28.7889,48.5145,19.5883,2.6944,0.3444
252,0.0000,0.0437,3.0315,31.8932,28.8617,48.4813,19.6255,2.7359,0.3419
264,0.0000,0.0423,3.0829,32.1004,29.0175,48.3822,19.5174,2.7926,0.4275
276,0.0000,0.0415,3.1861,32.1647,28.9786,48.2640,19.5713,2.7161,0.3575
288,0.0000,0.0233,3.0586,31.9905,28.9319,48.4813,19.5281,2.7472,0.3715
300,0.0000,0.0312,2.9727,31.7210,28.7483,48.3185,19.9604,2.8841,0.4554
312,0.0000,0.0230,2.9525,31.7035,28.7510,48.6676,19.6288,2.7314,0.3362
324,0.0000,0.0168,2.9258,31.6940,28.7682,48.4813,19.8248,2.7883,0.3747
336,0.0000,0.0111,2.8395,31.4722,28.6328,48.6038,19.9240,2.8395,0.4033
348,0.0000,0.0152,2.8969,31.5171,28.6202,48.4871,19.9958,2.7032,0.3278
360,0.0000,0.0000,2.8266,31.4288,28.6022,48.7273,19.8438,2.7617,0.3529
372,0.0000,0.0118,2.8134,31.4031,28.5898,48.6623,19.9346,2.8188,0.3788
384,0.0000,0.0000,2.8743,31.4052,28.5310,48.6058,19.9889,2.7815,0.3401
396,0.0000,0.0059,2.7932,31.2198,28.4266,48.6133,20.1669,2.8852,0.3740
408,0.0000,0.0000,2.7476,31.3818,28.6342,48.6069,20.0114,2.8245,0.3776
