cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
0,-0.0167,-0.1669,-0.0302,7.6615,7.6916,40.1626,52.1759,14.9696,3.5104
12,0.0045,0.0883,1.7620,18.2161,16.4541,41.2061,40.5778,10.9541,2.4167
24,-0.0146,0.0256,1.6959,19.5090,17.8130,42.9835,37.5075,10.6185,2.3715
36,-0.0161,-0.0062,1.5593,19.3831,17.8238,44.3508,36.2662,10.5060,2.4707
48,-0.0194,-0.0023,1.5980,19.8138,18.2158,44.7327,35.4535,10.5615,2.5850
60,-0.0151,0.0077,1.6802,20.1509,18.4707,44.6504,35.1987,10.6416,2.5971
72,-0.0122,0.0167,1.7189,20.6273,18.9085,44.8858,34.4869,10.5121,2.6165
84,-0.0130,0.0199,1.7539,20.7188,18.9649,44.9686,34.3125,10.5502,2.7603
96,-0.0089,0.0354,1.7972,20.9843,19.1871,45.1286,33.8871,10.5141,2.7787
108,-0.0081,0.0315,1.8406,21.2269,19.3863,44.9883,33.7847,10.5391,2.8103
120,-0.0097,0.0345,1.8590,21.1794,19.3204,45.3323,33.4883,10.4607,2.8788
132,-0.0143,0.0404,1.8598,21.1916,19.3319,45.4967,33.3116,10.5397,2.9430
144,-0.0064,0.0541,1.9154,21.4428,19.5274,45.2199,33.3373,10.6802,2.9973
156,-0.0079,0.0692,2.0126,21.8711,19.8585,45.1422,32.9868,10.5481,3.1234
168,-0.0070,0.0530,1.9472,21.5688,19.6216,45.6564,32.7748,10.5187,3.1513
180,-0.0061,0.0559,1.9589,21.6639,19.7050,45.6697,32.6664,10.4604,3.1718
192,-0.0088,0.0511,1.9692,21.6302,19.6610,45.6903,32.6795,10.4829,3.2364
204,-0.0087,0.0495,1.9769,21.8773,19.9003,45.4608,32.6619,10.4880,3.2825
216,-0.0095,0.0613,2.0188,21.9152,19.8964,45.5440,32.5408,10.6471,3.3757
228,-0.0026,0.0775,2.0132,21.9934,19.9802,45.4788,32.5279,10.6262,3.3937
240,-0.0098,0.0701,2.0946,22.2085,20.1139,45.4925,32.2990,10.6068,3.4175
252,0.0007,0.0906,2.1410,22.4145,20.2735,45.2687,32.3168,10.6401,3.5926
264,-0.0035,0.0852,2.1353,22.3716,20.2363,45.1705,32.4579,10.6410,3.5583
276,-0.0002,0.0862,2.1461,22.4485,20.3024,45.2905,32.2610,10.7194,3.6279
288,-0.0030,0.0723,2.0778,22.2516,20.1738,45.3148,32.4335,10.7317,3.6900
300,-0.0043,0.0816,2.1170,22.2346,20.1176,45.2287,32.5366,10.7899,3.6830
312,-0.0010,0.0875,2.1728,22.3750,20.2022,45.1770,32.4480,10.7317,3.7582
324,-0.0025,0.0798,2.1440,22.2893,20.1453,45.2888,32.4219,10.8715,3.8219
336,-0.0030,0.0921,2.1736,22.3972,20.2237,45.3067,32.2960,10.8230,3.8548
348,-0.0011,0.0922,2.2083,22.4469,20.2385,45.3226,32.2306,10.7867,3.8699
360,0.0005,0.0926,2.1710,22.4655,20.2946,45.3133,32.2212,10.9570,3.9681
372,0.0009,0.1028,2.2557,22.4518,20.1961,45.3444,32.2038,10.9306,3.9676
384,-0.0007,0.0925,2.1851,22.4450,20.2599,45.1872,32.3678,11.1094,4.0406
396,0.0004,0.0971,2.2092,22.5236,20.3144,45.0502,32.4262,11.1090,4.0853
408,0.0002,0.1026,2.1895,22.5755,20.3860,44.8345,32.5900,11.2044,4.1496
420,-0.0002,0.0965,2.2353,22.6105,20.3752,44.8898,32.4996,11.2141,4.1755
432,0.0024,0.1012,2.2466,22.5732,20.3266,44.9561,32.4707,11.2508,4.2293
444,-0.0016,0.1008,2.2479,22.8159,20.5680,44.7548,32.4293,11.3387,4.2897
456,0.0027,0.1051,2.2273,22.5912,20.3640,44.8377,32.5711,11.4067,4.3380
468,0.0003,0.1056,2.2558,22.6052,20.3494,44.8611,32.5337,11.4578,4.3798
480,0.0021,0.1105,2.3124,22.7601,20.4478,44.6994,32.5405,11.4504,4.4085
492,0.0012,0.1040,2.2739,22.7297,20.4558,44.6368,32.6335,11.6019,4.4529
504,0.0024,0.1128,2.2843,22.7973,20.5130,44.4368,32.7659,11.6913,4.5026
516,0.0009,0.1061,2.2702,22.7175,20.4473,44.5397,32.7428,11.6855,4.5471
528,0.0051,0.1117,2.2482,22.7406,20.4924,44.6513,32.6081,11.6949,4.5767
540,0.0041,0.1174,2.3146,22.7518,20.4372,44.4732,32.7750,11.8364,4.6449
552,0.0041,0.1070,2.2674,22.5321,20.2647,44.6229,32.8451,11.9203,4.6594
564,0.0043,0.1174,2.3158,22.6471,20.3314,44.4876,32.8653,11.9917,4.6895
576,0.0043,0.1153,2.3095,22.7813,20.4718,44.4416,32.7771,12.0234,4.7374
588,0.0052,0.1153,2.2648,22.7604,20.4956,44.5382,32.7015,12.1113,4.7901
600,0.0001,0.1149,2.3404,22.7554,20.4150,44.5457,32.6988,12.0769,4.8118
