cycle,income_gini
0,NaN
12,0.346
24,0.31
36,0.3101
48,0.3114
60,0.3083
72,0.3126
84,0.3073
96,0.3075
108,0.3091
120,0.3091
132,0.3074
144,0.3056
156,0.3114
168,0.3046
180,0.3103
192,0.3065
204,0.3068
216,0.3101
228,0.3092
240,0.3097
252,0.306
264,0.3062
276,0.3041
288,0.3082
300,0.3126
312,0.3106
324,0.3093
336,0.3057
348,0.3121
360,0.307
372,0.3086
384,0.3089
396,0.306
408,0.3112
420,0.3111
432,0.3069
444,0.3112
456,0.3077
468,0.3094
480,0.3103
492,0.3083
504,0.309
516,0.3073
528,0.3099
540,0.3051
552,0.3114
564,0.3058
576,0.3114
588,0.3072
600,0.3081
612,0.3085
624,0.3079
636,0.3074
648,0.3105
660,0.3108
672,0.3058
684,0.3101
696,0.3072
708,0.3087
720,0.3094
732,0.3139
744,0.3076
756,0.3059
768,0.3073
780,0.3097
792,0.3089
804,0.3116
816,0.3091
828,0.3085
840,0.3098
852,0.3107
864,0.3071
876,0.3051
888,0.3073
900,0.3072
912,0.3053
924,0.3061
936,0.3086
948,0.3085
960,0.3065
972,0.3123
984,0.3102
996,0.3079
1008,0.3104
1020,0.3078
1032,0.3074
1044,0.3067
1056,0.3107
1068,0.3096
1080,0.3116
1092,0.3097
1104,0.3099
1116,0.3062
1128,0.3122
1140,0.3087
1152,0.3093
1164,0.3095
1176,0.3107
1188,0.3081
1200,0.3092
