cycle,BOTTOM_0_1,BOTTOM_1,BOTTOM_10,BOTTOM_50,LOW_MIDDLE_40,HIGH_MIDDLE_40,TOP_10,TOP_1,TOP_0_1
972,0.0166,0.2367,3.6408,30.8620,27.2211,48.7545,20.3835,2.7276,0.3274
984,0.0179,0.2403,3.6763,30.7088,27.0326,48.8134,20.4778,2.7684,0.3428
996,0.0166,0.2305,3.6188,30.9927,27.3740,48.7257,20.2816,2.7342,0.3258
1008,0.0159,0.2284,3.6413,30.8629,27.2216,48.8951,20.2420,2.7062,0.3323
1020,0.0176,0.2356,3.6738,30.8169,27.1431,48.7576,20.4256,2.7577,0.3358
1032,0.0173,0.2330,3.7017,31.0157,27.3140,48.7016,20.2827,2.7477,0.3309
1044,0.0169,0.2350,3.6847,30.9969,27.3123,48.7240,20.2790,2.7424,0.3358
1056,0.0170,0.2409,3.7096,31.0206,27.3111,48.6901,20.2892,2.7350,0.3367
1068,0.0177,0.2353,3.6772,30.9455,27.2683,48.8071,20.2474,2.6929,0.3137
1080,0.0159,0.2287,3.6348,30.8168,27.1820,48.8130,20.3702,2.7180,0.3234
1092,0.0172,0.2386,3.6927,30.8327,27.1400,48.8120,20.3553,2.7373,0.3302
1104,0.0173,0.2362,3.6679,30.8203,27.1524,48.8449,20.3347,2.7217,0.3284
1116,0.0163,0.2306,3.6617,30.8919,27.2302,48.8559,20.2523,2.6824,0.3190
1128,0.0161,0.2400,3.6856,30.8635,27.1780,48.7517,20.3847,2.6841,0.3135
1140,0.0161,0.2332,3.6997,30.7724,27.0727,48.9011,20.3265,2.7273,0.3189
1152,0.0166,0.2346,3.7188,30.9274,27.2086,48.7016,20.3710,2.6847,0.3342
1164,0.0166,0.2392,3.6967,30.9915,27.2949,48.8040,20.2044,2.6767,0.3219
1176,0.0162,0.2444,3.7328,30.9713,27.2385,48.6783,20.3504,2.7496,0.3380
1188,0.0154,0.2293,3.6637,30.8044,27.1408,48.8605,20.3350,2.7274,0.3306
1200,0.0179,0.2340,3.6750,31.0026,27.3277,48.8494,20.1480,2.6951,0.3333
